i,ATE,ATE_ipw
314,111.63164039834707,118.19029822396624
315,93.56437827900251,81.92599652226227
316,11.78105112520786,35.99728448245696
317,176.42363204183755,186.31679795801847
318,75.95234404131172,62.74828219544179
319,101.89885077748754,106.46093404344629
320,42.472283224405196,37.53119255091315
321,36.46340735612918,56.45889521212757
322,153.96194939824284,137.02805361787523
323,121.27782915890315,133.25106565492706
324,42.2269789139859,37.81584948267073
325,32.992569877525376,76.6786201651812
326,111.73261766943602,118.63064249085846
327,165.5139672177466,170.72348113812131
328,103.51131720211563,101.95037872523562
329,34.97622923135042,53.69432076286648
330,131.0743200931103,156.7655446044996
331,142.99634275825767,131.0473008544609
332,78.8190734239922,92.56570208956236
333,49.307680265872776,42.23425369294273
334,-6.135475063766524,12.515673917716867
335,93.68051139197655,93.87550639053734
336,155.05419583346384,149.9290905150042
337,178.84688660744376,187.4402272457546
338,91.31225021376181,90.16892695657862
339,50.243138249990366,81.014990142035
340,143.2418137670504,144.92270514834217
341,-21.660852847577733,-8.104870898598165
342,148.01233442635095,145.42335280470616
343,79.32625153445542,87.9052546723442
344,66.34963849547114,75.25392502921022
345,54.07137318580222,61.85079350689739
346,156.34599599091476,145.48628112465076
347,102.46728746509218,123.96025735764351
348,133.78247640175113,141.32242820661259
349,47.63531806005091,69.6211538089965
350,67.93541458183455,80.71553723888655
351,56.504850723317034,47.28957512232728
352,55.063170516967396,37.41832143270631
353,88.47389699055039,108.03008576627917
354,160.98286313283177,147.25557391533857
355,131.0736715915542,138.87693283152657
356,172.96566757482825,143.00296407391625
357,34.263848148093395,41.13459869207054
358,92.7864859467162,88.18608184293635
359,111.62230470929326,106.48298807575202
360,151.43911087379917,152.57863444568693
361,127.47920321104999,142.85379943980251
362,16.54788164653369,24.91695024480032
363,5.368275864701854,-9.847770118409244
364,67.50467919308016,76.88123447945372
365,-25.62443452297461,-12.329599535779835
366,121.03726564408348,129.2974784156081
367,22.520989244305905,51.57800123264815
368,70.56597093057363,70.66099527608822
369,44.028285332627,26.91715192829315
370,12.87886814889255,6.182758864597872
371,41.5479133870945,39.04833904291581
372,-14.670255524609885,6.20718977901106
373,67.12918098331238,98.56017888239967
374,72.06117143252979,71.28322295556745
375,82.38106233784296,77.27146312534933
376,25.15134140869368,15.996837299621347
377,-35.92160358933149,17.52606244327808
378,120.58618042238649,109.91094036018058
379,96.02844450405,104.36013822811356
380,88.32942990557268,96.24438248560682
381,63.23413299438374,53.06938099492663
382,121.45410800485584,127.61824110388716
383,-46.634860342083144,-46.96732005995136
384,-8.36789435302655,12.603424030002316
385,-66.02364789829147,-45.529272878958636
386,34.330899558390364,51.823837096216266
387,91.69784671695814,88.05922356360043
388,-117.68873586451303,-124.86520390322949
389,198.22350986397734,203.3874096315917
390,49.66557009169562,58.520383438723
391,133.9100524416565,133.52665304551192
392,-13.420618689809586,16.203839583248737
393,68.57924433313308,70.68612931354028
394,146.6904528626304,141.3264069155939
395,218.1348123258436,180.82197968534638
396,109.53139939295541,108.90441960696944
397,63.04030057797208,69.13219800551133
398,60.21282844960813,52.684385754905634
399,153.54497620783053,147.5496625778328
400,-4.388447892112801,-1.6751309761966695
401,17.53064392782219,19.393741425104054
402,63.92506415107891,67.49220996177382
403,78.85966530241906,79.06713250776693
404,30.842661748826732,37.88889333790894
405,140.5679507911554,146.30700864407072
406,51.1997491774611,31.05817893344465
407,58.91057509593103,57.3937944421732
408,33.66216612051437,3.389789505200497
409,90.24529664614707,85.11765502401431
410,-16.329275967191805,30.07456506377366
411,124.17868774491707,115.02200853492832
412,84.24097591376704,85.2254955496719
413,97.27011260878373,76.40158304376837
414,-16.93728568006228,-8.623436549000871
415,89.5655333974521,64.37491130822809
416,131.6107219720605,97.00800381910858
417,94.37326013616811,103.25118659111422
418,34.37370413194083,18.198723842181607
419,71.03532014484281,74.324636578634
420,75.38879545301965,72.0869961824269
421,162.65822913945755,161.87659426357231
422,11.42762307895208,16.776670738289795
423,3.8756966393304246,5.546395748423038
424,-99.92407164329916,-112.65655978736959
425,133.38690400619356,129.41665143517412
426,116.66394103643769,128.66250360726644
427,184.22220589001208,175.75017835373683
428,134.89698662023153,115.00204612258358
429,69.45816559366624,67.06255336849517
430,-6.192234683869096,-3.360621702766366
431,118.93303764076569,121.9937949158766
432,19.566862438316036,19.320691023215204
433,-15.191461336862167,-17.2458374400062
434,13.887934255861781,2.591698726058439
435,20.063973186975975,34.3723659927432
436,80.92431763242078,75.85695474481099
437,70.03145684358343,61.42380715400441
438,32.392432444158025,68.781305964289
439,66.35800906807387,77.64686482095931
440,51.67958641108823,33.83606757754433
441,-0.23149447770136256,-0.12022985416206211
442,77.5686195776011,54.38256100121862
443,137.53021995959688,117.09951980271353
444,87.54795817972807,86.44060733181277
445,69.77051001128739,76.91431607223376
446,20.15705527763558,-0.30295571399847177
447,60.253189529035,53.93732141039345
448,-26.55983397373343,-10.641357514118226
449,44.40847268744965,34.55142885545183
450,86.39757585381058,154.63248669288396
451,36.25908276560966,5.2595006748770174
452,15.272056597106772,18.730082695341025
453,156.25952264410697,158.95681697619875
454,169.11063843272353,165.52965326773892
455,128.16699077342247,134.8074301753918
456,136.97713675831324,133.82511392443985
457,78.41645991407563,72.89274137567782
458,58.63353318930348,51.43836055608017
459,79.01652898268458,86.41884518741517
460,84.86692562565761,88.14085544981799
461,99.37655124472676,98.0766106045644
462,-26.117251079568426,30.734171265331952
463,-25.355122504375522,-28.444209763073104
464,0.3118741930444351,-4.129520763870914
465,73.47851180111132,83.08817849099614
466,83.84635723697325,80.23866865868513
467,47.35805142138782,32.51496606049659
468,67.87467730696697,66.70012399410643
469,58.682281002422044,54.169895204142904
470,36.54423640906342,35.521365518134644
471,88.8357691457154,102.30837963360318
472,-25.618416432485645,-15.332381876395175
473,-54.20217201070659,-65.17784217941517
474,78.51584793161568,73.58219656754409
475,53.82461844076686,73.7598711763444
476,82.63530855077948,89.95927791638042
477,89.06117964872548,103.27402236472835
478,89.91590184432953,82.22316857885744
479,115.09779587469843,104.66950880670811
480,43.82989573286472,52.50642545522169
481,59.523924824493996,86.40908501823651
482,21.67150846594299,15.921620633810562
483,15.79233499239293,16.690473652978653
484,37.58755922818645,31.5359777750391
485,164.3734827569173,175.62274016004176
486,56.480699163083884,65.0025194978216
487,146.04201559047888,138.2885097736562
488,31.399632733866667,37.85538126891788
489,107.22457549462588,93.03288660076078
490,96.36239636103178,88.70473930585058
491,78.95453218093627,81.14761517066063
492,78.7469654313144,88.14345156116906
493,51.337289800243454,45.47285022296728
494,-6.921337848149332,5.925828020498557
495,-5.893093092894425,8.588114812627737
496,152.48236573299252,150.17704489337893
497,111.61867747539226,92.36774030878814
498,19.961499175840338,19.22655946222767
499,14.715301191742526,36.09154333762035
500,92.90068654114876,96.11138641935077
