i,ATE,ATE_ipw
1,-0.012154003775387024,-0.01806322784846745
2,-0.04349772480231071,-0.009347805531872859
3,0.0049515686279496245,0.010193603320167652
4,-0.06905865691645005,-0.002325200173827313
5,-0.01695070863722145,-0.012791589786318641
6,-0.04732440254910112,-0.024527358037062963
7,-0.006853609530054433,0.0011744962871359232
8,-0.0054778589743684075,-0.025737502373649634
9,-0.013096225988681903,-0.0027079750609732
10,0.02005969722249454,0.009350484882439267
11,-0.03458874026590429,0.010826066041366558
12,-0.004947654367211655,-0.0018332711652495476
13,-0.020617826310558487,0.016725589799013688
14,0.00326133470061506,0.02230448933830037
15,-0.04175918291060701,-0.023626671990493203
16,-0.0354158561457662,-0.001025207109319623
17,-0.013041810759395691,-0.006721538203592933
18,-0.07376268437159371,-0.019336609639922078
19,-0.08503069452524933,0.005190178765821937
20,-0.08804156431948572,-0.0012608657798509615
21,-0.0538070184603274,1.923097876228852e-5
22,-0.026127469214301365,-0.026384320958763016
23,-0.05526818533737083,-0.026558759342719847
24,-0.05714910448834603,-0.0031985251358090105
25,-0.06262924660279631,-0.025539392733235314
26,-0.004816871197276677,-0.0077956098310870275
27,-0.06591252218461875,-0.011187124715998434
28,-0.04938044535693742,-0.011181789161045952
29,-0.01530892709906607,8.572754379125441e-4
30,-0.02518716127708049,0.0017344791709100332
31,-0.061527429031070086,-0.01056988250980681
32,-0.028153053463409884,-0.001089293676837036
33,-0.04410193438177623,-0.012584218226092667
34,-0.023393025803566555,-0.016122003833451623
35,-0.028360543872639945,-0.01523636717632558
36,0.05172269632794612,0.002347523672160373
37,-0.0636305532548779,-0.001525946361769101
38,-0.04690295784621503,-1.1914628265011218e-4
39,-0.012566313329652882,-0.03749419133510187
40,0.020655046049536593,0.006097242503421418
41,-0.06610116153790982,-0.00803378635996517
42,8.583824771444979e-4,0.0039058232442490542
43,-0.024748624917488214,-0.008902201379491076
44,-0.06765738035746648,-0.025577296156371165
45,-0.036712331758034594,-0.02157821951481967
46,-0.03169233020879429,0.0019544703140988023
47,-0.032712588713237616,0.010231525151661675
48,-0.018314923701624193,-0.0019377881608647618
49,0.013646572127472374,-0.004477243825211169
50,-0.031293754073809764,0.013043207698824402
51,0.026500729651443844,0.012883575473604969
52,0.021888572887871202,-0.007072160878760697
53,-0.020833884890020565,-0.016395601143245772
54,-0.03230235194676709,0.014402953531327492
55,-0.10014648080840848,-0.03218634057254472
56,-0.044309077283089665,-0.007109619039012818
57,-0.02241910651153687,-0.018394346944202764
58,-0.011916500088450877,0.004070226304719732
59,-0.06958516964789788,-0.010432577536299795
60,0.03956306724703167,0.027525364217819467
61,-0.02711454115409667,0.006626255448155469
62,-0.06214229387670937,-0.015243662047457647
63,-0.029449613933541122,0.008691976357272715
64,0.016131912390783206,0.003622777585976761
65,0.03400324643237471,-0.006609914660393124
66,-0.026348241389341946,0.005133036147336345
67,-0.024192270395304527,0.003292656682740827
68,0.009940075118769891,0.01624294147529104
69,-0.030111071561008652,-0.04083094786746791
70,-0.03684824185103977,-0.00590419791744351
71,-0.04910193151554439,-0.0010546450654671663
72,-0.04518339361155705,-0.020268653875057982
73,-0.006639604823878328,0.0075485849915151865
74,0.010918880768964991,-0.010493191597415324
75,-0.06304192485597171,0.0012017802348793377
76,-0.0378423281573577,-0.013847865932572853
77,-0.02753798332320486,0.0028920228712936286
78,-0.10532773077816389,-0.010660734260513866
79,-0.05175440644945281,0.0035710630374501395
80,-0.016275747679423445,0.01923929860319952
81,-0.016126201091233205,-0.032543421744158224
82,0.005634878407827711,0.006058570805637306
83,-0.016609575000973393,0.013824364661909297
84,-0.015232303597598574,-0.010875372939969444
85,0.004371802812707055,-0.007403175317191285
86,-0.009330106060284105,-0.01191877991043451
87,-0.00952934661415307,0.01055497442659159
88,-0.0023712687465998333,0.008681297840880162
89,0.026121377546179228,-0.001312967946854121
90,-0.056973721732848946,-0.01766151794184949
91,-0.009787158025750394,-0.007614265730144412
92,-0.04109937178223724,-0.03192453674713072
93,-0.060912221215755166,0.006478221631669112
94,-0.04256629903370032,-0.008240273850230684
95,-0.03189233260995194,-0.022730643557679828
96,-0.026567602801490293,-0.00682794373567383
97,-0.033836650134964,0.010275171239275599
98,-0.024548190390222203,-0.006233970654899529
99,-0.030358641061913466,-0.015751115217223624
100,0.014020434110067696,0.01564074048921127
101,-0.021758180008248317,4.2910713879888707e-4
102,-0.02571861304695897,-0.0032476995378528384
103,-0.05986890567295434,-0.018247487193108244
104,-0.02442795141031382,0.00299635778897174
105,-0.03089818789745835,-0.007802224404288044
106,-0.02940100556090275,-0.019940461947928187
107,0.017004357400359445,-0.006902483410877791
108,-0.03555412610497356,-0.03320953237572831
109,-0.012940615628707573,-0.007343841833495082
110,-0.042873481399876304,-0.0071209508206143204
111,-0.07489941555192911,0.0014507383959365544
112,-0.07629594034089929,-0.010634994902851205
113,-0.022119290733735544,-0.0028013488283586685
114,-0.005735742121777568,0.012429144854636795
115,-0.002017017400848125,-9.475819496383847e-4
116,-0.0075387491197153045,0.01659644327964062
117,0.02412667540137706,-0.019603471968159925
118,-0.09381801109400689,5.766861911966625e-4
119,-0.034343889316449425,-0.019826580586803838
120,-0.01100745235004525,-0.009989169763215247
121,-0.02367633957906522,-0.012555362983925289
122,-0.014203821087001703,0.0068067158818848755
123,-0.03047926144927559,-0.01350003977633206
124,-0.05875973897395078,0.006035487263515729
125,-0.03587846001292846,-0.003682533167368607
126,-0.06433248915736935,-4.0688608191993825e-5
127,-0.03180024309898733,0.008384394163287956
128,0.009142920688952637,-7.485401834006478e-5
129,-0.008470211286010765,-0.005657343650575866
130,-0.04569408843407214,0.003596449973840149
131,-0.08355691468067335,-0.019777866156477503
132,-0.04600539580505117,-0.01361639366856704
133,-0.002960780938348235,-0.022179147424211024
134,-0.038282557293840495,0.0020697795190671997
135,-0.06523114963201337,-0.013537166919029522
136,-0.036147138377509686,-3.116995698005248e-4
137,-0.0275263359033746,0.031630878882985144
138,-0.035584953079435405,-0.002164492276610419
139,-0.021422037845997895,-0.020329238544841574
140,-0.04947661713949148,-0.012870396623927027
141,-0.01513219365610971,-0.007067137494009043
142,-0.008824893288263627,0.007162034517750687
143,-0.022968184952127862,-0.018927442656732588
144,-0.018425789005745284,-0.0026993782400913657
145,-0.05304082081028843,0.018298858348921254
146,-0.02936155448803717,-0.005395206624536353
147,-0.029723955402837277,0.019561744772416956
148,-0.01491072168263063,-0.0035701592775632396
149,-0.04810553866370226,-0.009618210599542487
150,-0.03450761903568481,-0.02062105499664693
151,-0.0432025601517127,0.0038970839730144632
152,-0.012068773333847543,-0.008788431726803589
153,-0.08316543375545228,-0.0021332118618250517
154,0.014240139101819321,0.03628573285182156
155,-0.047833427702387986,0.003546923220013473
156,-0.024815208386857787,0.0010143773613476431
157,-0.013302707103229446,-0.00803293455820922
158,0.014636697309378915,0.014973206042083007
159,-0.01949615397184865,-0.003183940033905916
160,-0.027513103205871567,0.005740662857050952
161,-0.038096622142339866,0.02539558506416284
162,-0.02820107837375641,-0.017025592837030798
163,-0.006375340981986247,-0.027616814221732483
164,-0.04562103500564433,0.0045691976118674565
165,0.008775028900238383,-0.026855734950021817
166,-0.0023563722819008887,-0.009812462136589983
167,-0.03389202197786371,-0.04068063852463008
168,-0.029174608716428237,0.0046291034291345845
169,0.03691763394456821,0.02418529735789568
170,-0.04731790315277845,-0.011226816850750929
171,-0.022508914768558173,-0.005961885906322226
172,-0.019250543767556087,-0.005511372389496436
173,-0.059351487392713224,-0.015240072857412176
174,-0.0352326753196657,0.027178476401117785
175,-0.07704592197629503,-0.020449464943977397
176,-0.01958514931396287,-0.004081711225236942
177,-0.038395311717527685,0.013256815020421725
178,-0.04217943675759928,-0.012998192166740516
179,-0.0661367475096238,-0.01511124208555855
180,-0.043051489750824956,-0.020364410747763545
181,-0.03665462630131179,-0.002416087509638856
182,-0.020545864401481678,0.0025598240706972697
183,-0.060307203214783375,-0.009416468159063163
184,-0.04712859758188158,0.031707184716491255
185,0.0026258232239719575,-0.012134001334745181
186,-0.06995648401796674,-0.0017396376399917146
187,-0.01700997505089356,-0.01748432836778009
188,-0.04235204371997376,-0.001536388883262102
189,-0.010691850300499054,-0.002503320391213329
190,-0.05634559790410574,5.677093999559707e-4
191,-0.0511365489172939,-0.0068551614556376095
192,8.881294046117244e-4,0.005995657329050261
193,-0.036759583396865685,0.011297774089778403
194,-0.045797737888351994,0.001780194320169362
195,-0.008840909656248857,-0.015930903576710745
196,-0.039033982853831986,-0.007683090817038156
197,-0.03591800648420753,-0.020119807657792865
198,-0.06610085358188289,-0.0426803976821694
199,-0.07556660654365356,-0.022369877162711174
200,-0.04584047518981068,0.004543185479692055
201,0.00454864037697817,-0.039014843147259365
202,-0.040837617479544876,-0.003865925174081089
203,-0.0056357497374529926,-0.00951020672880619
204,-0.08788025664654223,-0.0073425927080367215
205,-0.05771186963712195,-0.020767505563922636
206,0.041353907509274895,0.01884521471449016
207,-0.058557180395606354,0.008087021740524183
208,-0.06763575279138248,0.010629432388725421
209,-0.028364540753139888,0.02076536195684732
210,-0.06013221912179131,-0.010131768961041676
211,-0.03836085291539824,-0.010197496481703136
212,0.013527176185339272,-0.0025351734185719565
213,-0.043482315218463866,-0.0029992892729631404
214,-0.03501312587657327,-0.0014885924619069402
215,0.04866254292654029,0.038131561260471264
216,-0.0756793451365488,-0.007217594338622554
217,-0.01740759911346459,-0.004508128189677607
218,0.012722304871349448,0.0035781504195426528
219,-0.032355343584893524,-0.0229946650246647
220,0.006977397243210096,-0.013194324450455264
221,-0.004255261369645603,0.00996826794502427
222,-0.03452063613604931,0.015412365743833312
223,-0.010928185032924254,0.004573366818823477
224,-0.037773173551423005,0.028420442744041402
225,-0.05307466464392831,-0.023237445955153993
226,-0.01212662894324008,0.015512419998121862
227,-0.07991370168624916,-0.012217759566469082
228,-0.023737026443193057,-0.02155836981357534
229,-0.014856942444878198,-0.012580797510857444
230,-0.0198361959733809,0.03238640464036753
231,-0.03307049540673019,0.006783297866247942
232,-0.05415469558406114,-0.011060374195524497
233,-0.03973101284120692,0.007977864261584117
234,-0.02950655937000117,-0.011109489254068072
235,-0.05113722699848547,-0.008886655000664781
236,-0.0018787441053387715,-0.027046699280779032
237,-0.022936989634246542,0.0035862711983826873
238,-0.03281606387712665,4.247031358183412e-4
239,-0.041976243504733966,-0.016656693015794477
240,-0.0143226537620853,-0.018018536388232323
241,-0.017151545081738093,-0.008453657362831851
242,-0.043806397737507635,-0.005765641189529824
243,-0.044762508778817975,-0.0053164250501868265
244,-0.08462619704265342,-0.02150094077030458
245,-0.06817564757432439,-0.011442429462923565
246,-0.05100067120167363,-0.004690509383111177
247,-0.007464217729100927,-0.011418636060049864
248,-0.0320260109548572,-0.018106885906475828
