"","iter","nie_bw","nie_preg"
"1",1,185.971190234442,-0.0283789648164651
"2",2,105.796310670451,-0.14522311728328
"3",3,49.8940015753524,-0.0713196463309617
"4",4,72.9112336374519,-0.00779639485877655
"5",5,92.5838682388326,-0.0995315901590097
"6",6,153.187994980863,-0.137693721041242
"7",7,290.995190370891,-0.167034411169456
"8",8,169.296441776805,-0.0500679923910421
"9",9,172.277796038624,-0.104011375224921
"10",10,65.850321301833,-0.105783283368492
"11",11,245.910491973621,-0.162475135787831
"12",12,57.8706402072535,-0.168495056996664
"13",13,129.306096520113,-0.169663626818367
"14",14,81.1704660869559,-0.0967025392001647
"15",15,56.184614724622,-0.101250006824162
"16",16,240.712595825451,-0.094289068987068
"17",17,207.268642593187,-0.104505899147975
"18",18,44.8023395020132,-0.0618412924522134
"19",19,114.937373438837,-0.0715978039907466
"20",20,162.383481091062,-0.125250015890085
"21",21,78.3980575488995,-0.0899586515439851
"22",22,183.656787444701,-0.102743058748266
"23",23,21.5605682309392,-0.0306936704408556
"24",24,-52.8693538069774,0.0405783351153479
"25",25,57.8263074244433,-0.0457403706056613
"26",26,232.946154739007,-0.191032441178906
"27",27,316.164415292727,-0.0844466097320547
"28",28,183.892658953039,-0.11175809544491
"29",29,103.39666225484,-0.00887705229092771
"30",30,104.063368090726,-0.0351535902783253
"31",31,114.146781852259,-0.0847995359096531
"32",32,204.370877689134,-0.0540878763009714
"33",33,3.50271458679981,-0.0958681755408651
"34",34,141.621598890887,-0.183541505117486
"35",35,159.906462198518,-0.0477771111453537
"36",36,269.925819945172,-0.275123127168096
"37",37,109.266614190684,-0.0573371295561383
"38",38,312.856879480126,-0.123405449817684
"39",39,143.093069818336,0.00363168960868043
"40",40,157.404219124927,-0.198111556649977
"41",41,134.026708677268,-0.0688655625966001
"42",42,18.2673814593122,-0.0100695368792585
"43",43,132.280482091276,-0.00806648195033874
"44",44,180.951192488105,-0.135880225103016
"45",45,98.7424368716233,-0.110073475076719
"46",46,159.185774969316,-0.191083260161679
"47",47,231.893598277489,-0.0555514584939666
"48",48,193.270755779896,-0.0670385795049886
"49",49,323.746116654132,-0.276749237825781
"50",50,117.233926774744,-0.141540358178689
"51",51,106.469904827393,-0.0469477831378323
"52",52,144.028826581631,-0.0499041154290045
"53",53,137.503665235451,-0.120513344865314
"54",54,228.136915648182,-0.103425249003448
"55",55,137.906720109679,-0.0393964197308295
"56",56,28.3172908025595,-0.0787396404271228
"57",57,39.2730219524383,-0.0651126007159953
"58",58,31.0079156577353,-0.0308967171257133
"59",59,258.069292444401,-0.151321117390706
"60",60,253.672952389074,-0.08853372814022
"61",61,251.894624256156,-0.0333819898066836
"62",62,214.769866300106,-0.10999945627877
"63",63,316.753827907177,-0.0521532926585774
"64",64,70.7497773425348,-0.0950926538735333
"65",65,124.812317815279,-0.111708853415826
"66",66,138.650346152911,-0.0976271575478431
"67",67,54.386645011652,-0.169096616335644
"68",68,214.785577951057,-0.0709457703379154
"69",69,128.040178284409,-0.117097116070527
"70",70,54.8546397788791,0.0135855390208948
"71",71,66.6310160987837,-0.0222070185994033
"72",72,152.379552248333,0.00660294730511196
"73",73,109.869641219082,-0.112066194191545
"74",74,106.030321116103,-0.0473014948669521
"75",75,207.807586288083,-0.185221672733276
"76",76,243.89894676444,-0.15154517281454
"77",77,87.4643956634081,0.00372835131444296
"78",78,133.102828001717,-0.106655969761945
"79",79,47.2704025580883,0.0210861655262564
"80",80,161.519276928259,-0.0439352925556769
"81",81,95.1930326727884,-0.0615735114842941
"82",82,127.856512993033,-0.0478663305909714
"83",83,192.915611740294,-0.190062468835005
"84",84,67.0573170083239,-0.0221379560536844
"85",85,108.036905082049,-0.0711695628275688
"86",86,49.1498116056714,0.0177862377677399
"87",87,315.994092292487,-0.271329114621895
"88",88,244.357798201431,-0.180475096391653
"89",89,160.806588061109,-0.0479241370586139
"90",90,63.7291816995012,-0.0262139273231092
"91",91,180.912090587546,-0.120274408719073
"92",92,132.820066993404,-0.0283554001752753
"93",93,202.29243305172,-0.0941294328335476
"94",94,123.566701565853,-0.0888704980449515
"95",95,96.8017125863344,-0.125899021489637
"96",96,250.815443438406,-0.0775933661281501
"97",97,162.947892621431,-0.0414425824554209
"98",98,104.294700425249,-0.0990295527149052
"99",99,59.4855787323381,-0.101262293271226
"100",100,52.7060274195724,-0.113562895539846
"101",101,170.374747158271,-0.136165596210714
"102",102,138.743758214683,-0.045515272241552
"103",103,160.095235698681,-0.0980165175198951
"104",104,364.509408448141,-0.199628838551176
"105",105,196.111593450666,-0.123330591427029
"106",106,196.811345428475,-0.12128635608253
"107",107,70.3206185841691,-0.0737310383594305
"108",108,60.3857893061218,-0.062491247455414
"109",109,233.287058590278,-0.157833903945941
"110",110,173.156724854837,-0.0642219775082988
"111",111,129.58935090576,-0.144452940840797
"112",112,67.1711432879165,-0.0997742101120568
"113",113,26.1399175499855,-0.0192416322403405
"114",114,180.890564896168,-0.0627034866971188
"115",115,186.551117494968,-0.141040905521305
"116",116,74.5745089316456,-0.0159864155872852
"117",117,251.945662563363,-0.0752045316949125
"118",118,120.931879998225,-0.0158173859328038
"119",119,156.410800069237,-0.0356841294096419
"120",120,50.9956907394053,-0.0205043623642834
"121",121,167.500259356674,-0.0970039468119776
"122",122,197.599280843869,-0.117701958383183
"123",123,46.0131541303308,-0.0283042091618934
"124",124,79.3285084420418,-0.0757625830260108
"125",125,112.686819386501,-0.116866518738752
"126",126,125.233111625962,-0.0962598794491443
"127",127,116.452873796663,-0.0392490718903123
"128",128,47.1937175965959,-0.104953012668527
"129",129,211.796156701101,-0.118672060388529
"130",130,53.0657373934173,-0.114051788168618
"131",131,81.0120914943377,-0.0480136532997068
"132",132,184.874171351365,-0.0792203887195348
"133",133,133.088033409446,-0.100181324907393
"134",134,183.586560785018,-0.0851744075418507
"135",135,85.5698004644514,-0.0443718115130624
"136",136,236.411667048797,-0.213035014370681
"137",137,132.316595413439,-0.0193408052743685
"138",138,115.525164884952,-0.0919553226225367
"139",139,163.925925245484,-0.0497526728376187
"140",140,171.973459409497,-0.245692453573875
"141",141,155.60451037432,-0.0694011470652024
"142",142,112.136811087881,-0.0325579425242673
"143",143,171.384246779191,-0.141594418158207
"144",144,164.498032430057,-0.0389312688585564
"145",145,78.8364945171616,0.00470927119300678
"146",146,105.998350121665,-0.13533612729262
"147",147,161.009983791983,-0.0537439350536658
"148",148,118.071803085076,-0.0324698126992503
"149",149,264.733758238419,-0.147612234480154
"150",150,91.7938646080379,-0.133447836326521
"151",151,82.6631578406018,-0.134186200263989
"152",152,115.229819688054,-0.012933158316956
"153",153,167.848546781066,-0.223249488228726
"154",154,10.596140714018,0.00898300767454549
"155",155,74.7476047396235,-0.0734518223589863
"156",156,-17.1784753880202,-0.0555799179070048
"157",157,164.746413016888,-0.0630082538810884
"158",158,300.745743688363,-0.182482700901255
"159",159,121.572231457374,-0.0930868414336728
"160",160,143.168475162985,-0.0941367567393635
"161",161,145.703323730462,0.0138297794260009
"162",162,107.31147653482,-0.0185555488034979
"163",163,130.012186360999,-0.0282305547149168
"164",164,124.721392991803,-0.08646303721724
"165",165,60.2964811099305,-0.0889305686868162
"166",166,15.5473474300302,0.0348608902786305
"167",167,195.568893446705,-0.123937189038528
"168",168,74.7160508424786,-0.0272369828067128
"169",169,155.661556276697,-0.128939131666285
"170",170,188.854659345099,-0.0620925339962684
"171",171,245.559151949418,-0.0715342103304663
"172",172,94.0056803344751,-0.0523270899844819
"173",173,87.1321955592566,-0.0713109195758582
"174",174,43.2052863062818,-0.0290912595734778
"175",175,161.696740141358,-0.0867743641912537
"176",176,166.396585164323,-0.131214933816395
"177",177,128.268314593025,-0.182907770684717
"178",178,140.542194175634,-0.0856350450801164
"179",179,103.14932458575,-0.0521111339031834
"180",180,40.765824471267,-0.10479586136559
"181",181,139.299375240757,-0.090089163869805
"182",182,46.6828710950717,-0.0873709119256383
"183",183,77.2219642115037,-0.0582010485881467
"184",184,96.8259527882565,-0.0894923681452493
"185",185,167.102707603758,-0.109586716818446
"186",186,188.492714850076,-0.11822944484297
"187",187,90.2323678610596,-0.1175791776684
"188",188,146.736997610522,-0.0688785804728232
"189",189,74.170499833855,0.0259517991280985
"190",190,129.91256801977,-0.14354322667225
"191",191,12.7804028997784,-0.0971050485234675
"192",192,147.122458722645,-0.0818265378551294
"193",193,116.436205669328,-0.0323072997064524
"194",194,43.2547574196906,-0.0291023615450997
"195",195,43.5177367469055,-0.0668268715259691
"196",196,70.6904316498749,-0.0444635421505069
"197",197,206.506747040794,-0.092868598627098
"198",198,301.104628049512,-0.220579673860298
"199",199,92.0493041047143,-0.0373023802740617
"200",200,75.6367528647993,-0.0500739547837364
"201",201,76.4670297563907,-0.0362159571100818
"202",202,145.264499814993,-0.0466712456409673
"203",203,121.658447751605,0.00517903511632231
"204",204,156.794559702791,-0.0328337163246215
"205",205,193.773120729953,-0.102402661159115
"206",206,113.773057038649,-0.0453498658472236
"207",207,177.685363196889,-0.125147253219715
"208",208,169.391544705687,-0.0841744431628701
"209",209,47.8969013782907,-0.111285893067954
"210",210,11.8049968000601,-0.00245837381700395
"211",211,168.653520189209,-0.126974576175263
"212",212,60.6340302266021,-0.0627260175815912
"213",213,175.974221956111,-0.102289392072161
"214",214,91.8878856287329,-0.0098721027113407
"215",215,199.548498508591,-0.104550609548972
"216",216,62.6063058824288,-0.0411488452187254
"217",217,133.421799805687,-0.141422237749022
"218",218,111.291646533713,-0.049436532045676
"219",219,125.460485016125,-0.0781577632660695
"220",220,153.129010738801,-0.0510128093313985
"221",221,178.834021838692,-0.0926162733914856
"222",222,78.2437601322335,-0.135230974448155
"223",223,176.352578331525,-0.0903113917237277
"224",224,88.058332195596,-0.0598470455117179
"225",225,9.88741033186079,-0.0163404345949033
"226",226,91.3659920771329,-0.0366093970723365
"227",227,157.193189794053,-0.05299478707878
"228",228,302.99742419065,-0.0941978715648426
"229",229,102.897235417011,-0.02630540298484
"230",230,159.857054909406,-0.0604542290653194
"231",231,177.86432142774,-0.14715492617915
"232",232,89.2027685664348,-0.0456268219730118
"233",233,283.564543587448,-0.0526646303308261
"234",234,210.884696351281,-0.0507217634045421
"235",235,145.546776349255,-0.092702570611794
"236",236,26.970807299067,-0.00126227386545157
"237",237,146.931078761541,-0.0924262034552471
"238",238,168.053716706706,-0.0573524942289106
"239",239,223.275470728278,-0.110995497602765
"240",240,8.21192771803726,-0.00367037248476394
"241",241,93.7477296202542,-0.0480116179147997
"242",242,113.149949509944,-0.00599604007931681
"243",243,376.453438237204,-0.189487122062133
"244",244,112.208163323277,-0.190204575764607
"245",245,242.011837594774,-0.0871700114467731
"246",246,138.0675147449,-0.134856722515945
"247",247,97.7561552895677,-0.0396106290734508
"248",248,209.634189610669,-0.0744364088120303
"249",249,152.892930790013,-0.0895688434268929
"250",250,117.734194041462,-0.0778342399090122
"251",251,161.957645727176,-0.0894000802807234
"252",252,6.92750604747926,-0.115499000821052
"253",253,238.513900494103,-0.255033727121153
"254",254,84.6514344111715,0.00998802893961713
"255",255,245.223904433284,-0.0606080685977681
"256",256,144.043888841834,-0.0468733629832418
"257",257,162.993678303167,-0.0993646724705358
"258",258,61.2275971514687,-0.125468080653708
"259",259,164.106611131963,-0.169738978501946
"260",260,44.878701284114,-0.0391118293557017
"261",261,41.6818477264746,-0.10341164325169
"262",262,298.514941064184,-0.171094233675843
"263",263,182.873287922112,-0.123278734406985
"264",264,152.784200992521,-0.0744701578351613
"265",265,106.650471175987,-0.0533171364955519
"266",266,114.613495948719,-0.0803391717036866
"267",267,104.288519185553,-0.0464463384795705
"268",268,-6.40847201737643,-0.015624300073793
"269",269,55.5328713966401,-0.0396004918300433
"270",270,134.305404139291,-0.042105546585399
"271",271,198.235444124141,-0.063710805967992
"272",272,84.7555774895827,-0.0157779065845634
"273",273,126.690092209306,-0.139418142871225
"274",274,70.022116570934,-0.0876636431304514
"275",275,123.52632535066,-0.0855273303879219
"276",276,79.9745230185799,-0.0929424244838795
"277",277,147.570401211174,-0.0160407782223376
"278",278,185.323787269318,-0.14880514931768
"279",279,153.369975935008,-0.0457189898913351
"280",280,126.168621413527,-0.039880912827394
"281",281,119.518633017151,-0.0705012424670146
