"","iter","order","cde_bw","cde_preg"
"42",6,7,27.737148764415,0.00161559277317683
"43",7,1,-220.918250687125,0.0951142932921078
"44",7,2,-208.741255698167,0.0869239465202783
"45",7,3,-196.564260709209,0.0789633185664192
"46",7,4,-184.387265720251,0.0712346602285263
"47",7,5,-172.210270731294,0.063739547737921
"48",7,6,-160.033275742336,0.056478904466859
"49",7,7,-147.856280753379,0.0494530258267966
"50",8,1,-75.9950106906817,0.0305226153028502
"51",8,2,-69.7213943898746,0.02903475111437
"52",8,3,-63.4477780890675,0.0275694042655
"53",8,4,-57.1741617882603,0.0261264142122894
"54",8,5,-50.9005454874532,0.0247056183718198
"55",8,6,-44.6269291866461,0.0233068522335414
"56",8,7,-38.3533128858389,0.0219299494670663
"57",9,1,-70.243075418688,0.062590040292638
"58",9,2,-63.032284776024,0.0601911808175401
"59",9,3,-55.8214941333599,0.0578368712074815
"60",9,4,-48.6107034906959,0.0555270750582068
"61",9,5,-41.3999128480318,0.0532617285262752
"62",9,6,-34.1891222053678,0.0510407410764993
"63",9,7,-26.9783315627042,0.0488639962392454
"64",10,1,115.825508640058,-0.0219966838469763
"65",10,2,121.303341780189,-0.0274564477743938
"66",10,3,126.78117492032,-0.0328087898804903
"67",10,4,132.25900806045,-0.0380541611353412
"68",10,5,137.736841200581,-0.0431931270342282
"69",10,6,143.214674340712,-0.0482263631727455
"70",10,7,148.692507480843,-0.0531546506422595
"71",11,1,-120.663851923603,0.0497496693446902
"72",11,2,-110.054279553904,0.042631768342963
"73",11,3,-99.4447071842055,0.0357380029128549
"74",11,4,-88.835134814507,0.0290671514802985
"75",11,5,-78.225562444808,0.0226175711660087
"76",11,6,-67.6159900751095,0.0163872260922065
"77",11,7,-57.0064177054105,0.0103737154589679
"78",12,1,40.502885662414,0.120500400827723
"79",12,2,41.3692776190765,0.115106748160974
"80",12,3,42.2356695757394,0.109833511571228
"81",12,4,43.1020615324019,0.104682494753814
"82",12,5,43.9684534890648,0.0996552276786612
"83",12,6,44.8348454457273,0.0947529709362882
"84",12,7,45.7012374023902,0.0899767210874716
"85",13,1,-79.4868482156162,0.0513202420404776
"86",13,2,-72.5465427946251,0.0417152104214451
"87",13,3,-65.6062373736336,0.03247869994368
"88",13,4,-58.665931952642,0.0236141118774568
"89",13,5,-51.725626531651,0.0151229204809367
"90",13,6,-44.7853211106594,0.00700475290228553
"91",13,7,-37.8450156896679,-0.000742511453296485
"92",14,1,11.7076762640145,0.0473351142652281
"93",14,2,16.8372439357122,0.0444551652678759
"94",14,3,21.9668116074099,0.0416409525635858
"95",14,4,27.0963792791076,0.0388923779876574
"96",14,5,32.2259469508053,0.0362092836456318
"97",14,6,37.3555146225031,0.0335914542071752
"98",14,7,42.4850822942008,0.0310386192161525
"99",15,1,11.6227679328654,0.00350817830696436
"100",15,2,16.3796135366574,-0.00158843560391814
"101",15,3,21.1364591404495,-0.00652114214646377
"102",15,4,25.8933047442415,-0.0112949285179729
"103",15,5,30.6501503480335,-0.0159146611189272
"104",15,6,35.4069959518251,-0.0203850802795957
"105",15,7,40.1638415556172,-0.0247107956067269
"106",16,1,-148.74436885212,0.0681505073962941
"107",16,2,-138.279592629502,0.0643959667257694
"108",16,3,-127.814816406883,0.0606856621994866
"109",16,4,-117.350040184264,0.0570196660107368
"110",16,5,-106.885263961645,0.0533980268174939
"111",16,6,-96.4204877390271,0.0498207701880461
"112",16,7,-85.9557115164084,0.046287899062801
"113",17,1,-5.81817281071289,0.00168861169022183
"114",17,2,6.3040326288733,-0.00334820169201777
"115",17,3,18.426238068459,-0.00827110356120553
"116",17,4,30.5484435080452,-0.0130805378106853
"117",17,5,42.670648947631,-0.0177770826912993
"118",17,6,54.7928543872167,-0.0223614446210611
"119",17,7,66.9150598268029,-0.0268344517829496
"120",18,1,37.2865053599048,0.0275515776645034
"121",18,2,37.898496677989,0.0256970425464903
"122",18,3,38.5104879960732,0.0238710695691007
"123",18,4,39.1224793141569,0.0220736616401606
"124",18,5,39.734470632241,0.0203048084237747
"125",18,6,40.3464619503252,0.018564486617666
"126",18,7,40.9584532684094,0.0168526602373339
"127",19,1,9.18666219096986,0.0292200979251894
"128",19,2,19.294148837515,0.0240396086550113
"129",19,3,29.4016354840596,0.0189006302851014
"130",19,4,39.5091221306043,0.0138029138242827
"131",19,5,49.6166087771489,0.00874617342765732
"132",19,6,59.7240954236941,0.00373008741627386
"133",19,7,69.8315820702387,-0.00124570065832486
"134",20,1,-135.449082134175,0.0417364688974291
"135",20,2,-125.025534275752,0.0337762244190407
"136",20,3,-114.601986417329,0.0259491845963143
"137",20,4,-104.178438558907,0.0182547338278173
"138",20,5,-93.7548907004839,0.0106919890910977
"139",20,6,-83.3313428420615,0.00325981707179593
"140",20,7,-72.9077949836387,-0.00404314838502884
"141",21,1,22.9142367789436,0.0302060955696319
"142",21,2,26.1789679253329,0.0268799106960451
"143",21,3,29.4436990717222,0.0236312178638019
"144",21,4,32.7084302181115,0.0204593230635363
"145",21,5,35.9731613645004,0.0173634974135027
"146",21,6,39.2378925108897,0.0143429789480701
"147",21,7,42.5026236572789,0.0113969743919319
"148",22,1,-79.9138952171111,0.0403725840957882
"149",22,2,-72.2341931747915,0.0366645146147928
"150",22,3,-64.5544911324714,0.0330215602936824
"151",22,4,-56.8747890901518,0.0294433922536924
"152",22,5,-49.1950870478317,0.025929650505755
"153",22,6,-41.5153850055121,0.0224799452088011
"154",22,7,-33.8356829631921,0.019093857927532
"155",23,1,122.543524319202,0.000960530060791442
"156",23,2,125.038408109674,6.56725911072353e-05
"157",23,3,127.533291900145,-0.000820687324444819
"158",23,4,130.028175690616,-0.00169857431626652
"159",23,5,132.523059481087,-0.00256801365846526
"160",23,6,135.017943271558,-0.00342903125677943
"161",23,7,137.512827062029,-0.00428165363651822
"162",24,1,94.9410519819494,-0.04590730284395
"163",24,2,93.3042903913711,-0.0434890285440609
"164",24,3,91.6675288007928,-0.0410501830351413
"165",24,4,90.0307672102144,-0.0385906857318827
"166",24,5,88.3940056196361,-0.0361104671077168
"167",24,6,86.7572440290578,-0.0336094688874243
"168",24,7,85.1204824384799,-0.031087644204503
"169",25,1,2.44955549837232,0.0462938422575666
"170",25,2,10.2363321596431,0.0426133160722026
"171",25,3,18.0231088209134,0.0389244687530592
"172",25,4,25.8098854821837,0.0352272392138584
"173",25,5,33.5966621434541,0.0315215655806504
"174",25,6,41.3834388047244,0.0278073852521234
"175",25,7,49.1702154659947,0.0240846349631449
"176",26,1,-183.873153855593,0.15486412631657
"177",26,2,-173.350757772909,0.147447193800033
"178",26,3,-162.828361690225,0.140185026105972
"179",26,4,-152.305965607541,0.133080647290962
"180",26,5,-141.783569524856,0.126136706924966
"181",26,6,-131.261173442173,0.119355482101588
"182",26,7,-120.738777359488,0.112738881118976
"183",27,1,-277.836411601578,0.131801768743714
"184",27,2,-265.489284007298,0.129223167511882
"185",27,3,-253.142156413017,0.126672276843643
"186",27,4,-240.795028818737,0.12414923430441
"187",27,5,-228.447901224456,0.121654164682705
"188",27,6,-216.100773630176,0.119187180133134
"189",27,7,-203.753646035896,0.116748380328208
"190",28,1,-5.99117323229302,-0.00129600870415983
"191",28,2,3.74052433533416,-0.00715864775799091
"192",28,3,13.4722219029613,-0.0128933839339527
"193",28,4,23.2039194705881,-0.01850212532635
"194",28,5,32.9356170382152,-0.023986844837151
"195",28,6,42.6673146058424,-0.0293495760196959
"196",28,7,52.3990121734696,-0.034592409102615
"197",29,1,37.8357609523227,-0.0201582232549322
"198",29,2,43.626592285364,-0.0207564995732258
"199",29,3,49.4174236184053,-0.0213543401704362
"200",29,4,55.2082549514466,-0.021951745744074
"201",29,5,60.9990862844879,-0.022548716996698
"202",29,6,66.7899176175292,-0.0231452546358881
"203",29,7,72.5807489505705,-0.0237413593742183
"204",30,1,-31.6890162382874,-0.0359192202141999
"205",30,2,-27.2319049771454,-0.0371064318796834
"206",30,3,-22.7747937160038,-0.0382747444986536
"207",30,4,-18.3176824548623,-0.0394243215534036
"208",30,5,-13.8605711937203,-0.0405553273444381
"209",30,6,-9.4034599325787,-0.0416679269239067
"210",30,7,-4.94634867143668,-0.0427622860304515
"211",31,1,75.4006228537401,0.00509820565662808
"212",31,2,80.4285809440121,0.00223283716662662
"213",31,3,85.4565390342837,-0.000569640864106574
"214",31,4,90.4844971245552,-0.00330978839048096
"215",31,5,95.5124552148272,-0.00598818783003865
"216",31,6,100.540413305099,-0.00860544267047242
"217",31,7,105.56837139537,-0.011162176107013
"218",32,1,-170.443989137586,0.0549702618141859
"219",32,2,-161.838942021409,0.0535515907166442
"220",32,3,-153.233894905232,0.0521507264737648
"221",32,4,-144.628847789055,0.050767635159962
"222",32,5,-136.023800672878,0.049402278551042
"223",32,6,-127.418753556701,0.0480546142142871
"224",32,7,-118.813706440524,0.0467245955991817
"225",33,1,33.2482477213471,0.0403935687526042
"226",33,2,32.4852956901123,0.0366219264042024
"227",33,3,31.722343658877,0.0329071719877997
"228",33,4,30.9593916276422,0.029249224148112
"229",33,5,30.1964395964069,0.0256479675140514
"230",33,6,29.4334875651721,0.0221032537949516
"231",33,7,28.6705355339368,0.0186149028991094
"232",34,1,-78.9004210227918,0.0758696581214743
"233",34,2,-71.3500561437681,0.0653477732923499
"234",34,3,-63.7996912647445,0.055141375181455
"235",34,4,-56.2493263857209,0.0452517315320526
"236",34,5,-48.6989615066973,0.0356789004129536
"237",34,6,-41.1485966276737,0.0264218098254607
"238",34,7,-33.5982317486501,0.0174783428610383
"239",35,1,6.7826434567105,0.0498174828935629
"240",35,2,15.9125838971481,0.0486100933594967
"241",35,3,25.0425243375844,0.0474140402072603
"242",35,4,34.1724647780215,0.0462293087142303
"243",35,5,43.3024052184587,0.045055882727488
"244",35,6,52.432345658895,0.043893744682329
"245",35,7,61.5622860993321,0.0427428756209757
"246",36,1,-108.995073249362,0.138215078534342
"247",36,2,-94.3865127318927,0.125537451486085
"248",36,3,-79.7779522144233,0.113031712318742
"249",36,4,-65.1693916969534,0.100727740919247
"250",36,5,-50.560831179484,0.0886531911705315
"251",36,6,-35.9522706620146,0.0768333149331048
"252",36,7,-21.3437101445447,0.0652908311897352
"253",37,1,-38.917872974444,-0.0189231674748649
"254",37,2,-33.3849064791902,-0.0221084920619947
"255",37,3,-27.851939983937,-0.0252635929004597
"256",37,4,-22.3189734886832,-0.0283886511505147
"257",37,5,-16.78600699343,-0.0314838603592044
"258",37,6,-11.2530404981762,-0.0345494259962445
"259",37,7,-5.72007400292296,-0.037585564991109
"260",38,1,-337.176898797611,0.117053453920294
"261",38,2,-325.479505919176,0.112489591575447
"262",38,3,-313.782113040741,0.108010776308699
"263",38,4,-302.084720162305,0.103616827769185
"264",38,5,-290.38732728387,0.0993074870013338
"265",38,6,-278.689934405435,0.0950824238233529
"266",38,7,-266.992541526999,0.0909412444571178
"267",39,1,-37.1928470211201,-0.0267440893854987
"268",39,2,-27.0169946986794,-0.0277063591109744
"269",39,3,-16.8411423762391,-0.0286771728867602
"270",39,4,-6.6652900537988,-0.0296565765725113
"271",39,5,3.51056226864148,-0.0306446159658431
"272",39,6,13.6864145910822,-0.0316413367945349
"273",39,7,23.8622669135225,-0.0326467847085078
"274",40,1,26.9375848612376,0.0531473733152006
"275",40,2,36.4023988439635,0.0431741563316528
"276",40,3,45.8672128266894,0.0334413302665497
"277",40,4,55.3320268094149,0.0239560182406406
"278",40,5,64.7968407921408,0.0147240171212879
"279",40,6,74.2616547748662,0.00574985889278601
"280",40,7,83.7264687575921,-0.00296311554950748
"281",41,1,10.2805488875697,-0.000232085093764101
"282",41,2,13.7779132830824,-0.00213364952307774
"283",41,3,17.2752776785951,-0.00399866650476093
"284",41,4,20.7726420741074,-0.00582737885091603
"285",41,5,24.2700064696201,-0.00762003992813569
"286",41,6,27.7673708651328,-0.00937691325150132
"287",41,7,31.2647352606455,-0.0110982720779706
"288",42,1,116.159080001718,0.0189663481458401
"289",42,2,118.01714462631,0.0184214928661841
"290",42,3,119.875209250902,0.0178778262167223
"291",42,4,121.733273875494,0.0173353415258963
"292",42,5,123.591338500086,0.0167940321273835
"293",42,6,125.449403124678,0.016253891360391
"294",42,7,127.30746774927,0.0157149125699468
"295",43,1,4.3669045875572,-0.00810679197538305
"296",43,2,14.6483842166417,-0.0100567171995388
"297",43,3,24.9298638457271,-0.0120227072023672
"298",43,4,35.2113434748117,-0.0140048620362423
"299",43,5,45.4928231038966,-0.0160032806760302
"300",43,6,55.7743027329821,-0.0180180609716423
"301",43,7,66.055782362067,-0.020049299599807
"302",44,1,-123.430959596439,0.0308100191746772
"303",44,2,-115.049426512206,0.0249744603476642
"304",44,3,-106.667893427972,0.0192768443568781
"305",44,4,-98.2863603437381,0.013716990899635
"306",44,5,-89.9048272595051,0.00829453344163592
"307",44,6,-81.5232941752715,0.00300892587199997
"308",44,7,-73.141761091038,-0.00214055041703218
"309",45,1,-41.8990283828739,0.0707814989001494
"310",45,2,-35.9753454162951,0.0659878667635675
"311",45,3,-30.0516624497163,0.061286395307757
"312",45,4,-24.1279794831376,0.0566773739239997
"313",45,5,-18.2042965165588,0.0521610002434183
"314",45,6,-12.2806135499795,0.047737382194392
"315",45,7,-6.35693058340075,0.0434065402065651
"316",46,1,-99.3341976737838,0.132202463945199
"317",46,2,-90.8347509460859,0.124894451232185
"318",46,3,-82.335304218388,0.117742483579223
"319",46,4,-73.8358574906902,0.110746893583935
"320",46,5,-65.3364107629918,0.103907765771108
"321",46,6,-56.8369640352939,0.0972249504203765
"322",46,7,-48.337517307596,0.0906980775184217
"323",47,1,-146.3741323192,0.0103194418340979
"324",47,2,-133.398310575426,0.00863786009767123
"325",47,3,-120.422488831652,0.00697978675593482
"326",47,4,-107.446667087879,0.00534519030842465
"327",47,5,-94.4708453441049,0.00373403253981203
"328",47,6,-81.495023600331,0.00214626863143648
"329",47,7,-68.5192018565572,0.000581847275937547
"330",48,1,-166.333963598755,0.0584465206315784
"331",48,2,-154.818725517384,0.0558300837982161
"332",48,3,-143.303487436013,0.0532438114911013
"333",48,4,-131.788249354642,0.0506875687084439
"334",48,5,-120.273011273271,0.0481612141198581
"335",48,6,-108.7577731919,0.0456646002434804
"336",48,7,-97.2425351105289,0.0431975736228408
"337",49,1,-291.981862030245,0.0968277588436299
"338",49,2,-280.28314109821,0.0861179992715344
"339",49,3,-268.584420166175,0.0757271063927333
"340",49,4,-256.88569923414,0.0656738963392243
"341",49,5,-245.186978302105,0.0559746204713245
"342",49,6,-233.48825737007,0.0466429818774958
"343",49,7,-221.789536438035,0.0376901763485372
"344",50,1,22.1547761986458,0.0838618624811896
"345",50,2,29.208241318925,0.0790318286057929
"346",50,3,36.2617064392039,0.0743028015559224
"347",50,4,43.3151715594827,0.0696746662451881
"348",50,5,50.3686366797615,0.0651472115571616
"349",50,6,57.4221018000408,0.060720133924815
"350",50,7,64.4755669203196,0.0563930409829989
"351",51,1,12.5024676813373,0.0197185499277446
"352",51,2,17.3255800203997,0.0177083226825041
"353",51,3,22.1486923594621,0.0157240391318635
"354",51,4,26.971804698524,0.0137656770873243
"355",51,5,31.7949170375864,0.0118332061692105
"356",51,6,36.6180293766483,0.00992658793621108
"357",51,7,41.4411417157107,0.00804577601891576
"358",52,1,-104.93570072777,0.0224283448222463
"359",52,2,-100.034429619975,0.0210399665820933
"360",52,3,-95.1331585121798,0.0196675212414319
"361",52,4,-90.2318874043845,0.0183110347311069
"362",52,5,-85.3306162965891,0.0169705281472065
"363",52,6,-80.4293451887943,0.0156460178114672
"364",52,7,-75.528074080999,0.0143375153336832
"365",53,1,-41.9357157928539,0.00502501149679485
"366",53,2,-34.3218072402151,-0.00161083724471484
"367",53,3,-26.7078986875763,-0.00812185089522796
"368",53,4,-19.0939901349379,-0.0145080483323895
"369",53,5,-11.4800815822991,-0.0207696220315552
"370",53,6,-3.86617302966033,-0.0269069320366431
"371",53,7,3.74773552297802,-0.0329204996209858
"372",54,1,7.56487780657335,-0.0204552821300579
"373",54,2,19.5619404180916,-0.0251223230175516
"374",54,3,31.5590030296103,-0.0296288237251973
"375",54,4,43.556065641129,-0.0339765964430819
"376",54,5,55.5531282526476,-0.0381677104723583
"377",54,6,67.5501908641663,-0.0422044716259612
"378",54,7,79.5472534756846,-0.0460894017718428
"379",55,1,-37.6915351547209,0.0688098706395652
"380",55,2,-29.5109219249903,0.0667531038319192
"381",55,3,-21.3303086952592,0.064698239914497
"382",55,4,-13.1496954655281,0.0626453282551481
"383",55,5,-4.96908223579703,0.0605944176741859
"384",55,6,3.21153099393405,0.0585455564519924
"385",55,7,11.3921442236651,0.0564987923360802
"386",56,1,165.158812377062,0.000673561123619187
"387",56,2,172.319961168937,-0.00428522906578857
"388",56,3,179.481109960813,-0.00920926964662008
"389",56,4,186.642258752689,-0.0140987950391411
"390",56,5,193.803407544565,-0.0189540602625906
"391",56,6,200.964556336441,-0.0237753402755679
"392",56,7,208.125705128317,-0.0285629293000162
"393",57,1,119.7598745833,0.0114282694664157
"394",57,2,123.139030376908,0.00837349038691797
"395",57,3,126.518186170517,0.00535809335711904
"396",57,4,129.897341964125,0.00238189631821253
"397",57,5,133.276497757734,-0.000555297996129467
"398",57,6,136.655653551342,-0.00345370158871337
"399",57,7,140.034809344951,-0.0063135407213171
"400",58,1,65.6588432424892,0.0199508714544736
"401",58,2,68.0840911270202,0.0180953136644319
"402",58,3,70.5093390115517,0.0162459829617499
"403",58,4,72.9345868960827,0.0144028265030138
"404",58,5,75.3598347806137,0.0125657909808277
"405",58,6,77.7850826651452,0.0107348226380798
"406",58,7,80.2103305496762,0.00890986728208659
"407",59,1,-136.581698574343,0.0853493808235738
"408",59,2,-126.174330436769,0.0794887765154318
"409",59,3,-115.766962299196,0.0737805023597607
"410",59,4,-105.359594161622,0.0682249426855104
"411",59,5,-94.9522260240478,0.0628222161565245
"412",59,6,-84.5448578864739,0.0575721853506166
"413",59,7,-74.1374897489004,0.0524744669604091
"414",60,1,-197.964191668168,0.0996848813529868
"415",60,2,-186.627034636876,0.096013109286823
"416",60,3,-175.289877605583,0.0923829247654214
"417",60,4,-163.95272057429,0.0887942385771774
"418",60,5,-152.615563542997,0.08524694651945
"419",60,6,-141.278406511704,0.0817409298894038
"420",60,7,-129.941249480411,0.078276055975565
"421",61,1,-99.7696154153632,-0.0107786577723192
"422",61,2,-88.697227272507,-0.0116983533622014
"423",61,3,-77.6248391296508,-0.0126098189522897
"424",61,4,-66.5524509867946,-0.0135130910852949
"425",61,5,-55.4800628439384,-0.0144082065815947
"426",61,6,-44.4076747010818,-0.0152952025276968
"427",61,7,-33.335286558226,-0.0161741162649015
"428",62,1,-95.6031651708195,0.0685716608316457
"429",62,2,-85.8949991345289,0.0642330801110613
"430",62,3,-76.1868330982384,0.0599576009923054
"431",62,4,-66.4786670619478,0.0557458827841773
"432",62,5,-56.7705010256573,0.0515985336635479
"433",62,6,-47.0623349893667,0.0475161108330662
"434",62,7,-37.3541689530762,0.0434991207548356
"435",63,1,-160.825133603572,0.00768889791192272
"436",63,2,-144.731072856671,0.00515645622936894
"437",63,3,-128.63701210977,0.00265055520016656
"438",63,4,-112.542951362869,0.000171063016134163
"439",63,5,-96.4488906159681,-0.00228215779060345
"440",63,6,-80.3548298690675,-0.00470925015491795
"441",63,7,-64.2607691221665,-0.00711036228658421
"442",64,1,3.83766532486834,0.0855468574353035
"443",64,2,6.30201239227335,0.0818414556640421
"444",64,3,8.76635945967791,0.0782086919311671
"445",64,4,11.2307065270829,0.0746485262040432
"446",64,5,13.6950535944879,0.0711608592900535
"447",64,6,16.1594006618925,0.0677455345748408
"448",64,7,18.6237477292975,0.0644023398209045
"449",65,1,16.1213054578607,0.0519882215444123
"450",65,2,20.2014075586562,0.0483511205995046
"451",65,3,24.2815096594518,0.0448022059095315
"452",65,4,28.3616117602469,0.0413413309357155
"453",65,5,32.4417138610424,0.0379682637133092
"454",65,6,36.521815961838,0.0346826894991878
"455",65,7,40.6019180626336,0.0314842135293902
"456",66,1,-104.624748606383,0.0843005779006958
"457",66,2,-98.0598798933552,0.0799089167082552
"458",66,3,-91.4950111803278,0.0755789296689573
"459",66,4,-84.9301424673004,0.0713106364456485
"460",66,5,-78.3652737542729,0.0671040195225896
"461",66,6,-71.8004050412451,0.0629590251798898
"462",66,7,-65.2355363282177,0.0588755644899669
"463",67,1,107.224476114697,0.0384877474471343
"464",67,2,109.428107112071,0.0291562802654173
"465",67,3,111.631738109446,0.0200560343304751
"466",67,4,113.835369106821,0.0111904198152757
"467",67,5,116.039000104196,0.00256226313952487
"468",67,6,118.242631101571,-0.0058262081836381
"469",67,7,120.446262098945,-0.0139733826618564
"470",68,1,-115.221849037056,0.00669699558455548
"471",68,2,-105.869434675537,0.00357173894575508
"472",68,3,-96.5170203140178,0.000496204716665422
"473",68,4,-87.1646059524983,-0.00253005484874062
"474",68,5,-77.8121915909783,-0.00550750257433044
"475",68,6,-68.4597772294587,-0.00843661561914762
"476",68,7,-59.1073628679392,-0.0113178847392078
"477",69,1,-38.5988931106426,0.0503030790763063
"478",69,2,-29.930140937357,0.0451116748247126
"479",69,3,-21.2613887640719,0.0400200043876078
"480",69,4,-12.5926365907867,0.0350274415847538
"481",69,5,-3.92388441750109,0.0301332849824161
"482",69,6,4.74486775578407,0.0253367614914436
"483",69,7,13.4136199290692,0.0206370299805567
"484",70,1,45.1073876622331,-0.0370154575310916
"485",70,2,47.4977296274656,-0.0360198855174403
"486",70,3,49.8880715926985,-0.0350244346171441
"487",70,4,52.2784135579309,-0.0340291003437192
"488",70,5,54.6687555231633,-0.0330338782417333
"489",70,6,57.0590974883962,-0.0320387638871692
"490",70,7,59.4494394536287,-0.0310437528877842
"491",71,1,97.3671552136179,-0.0106619295193134
"492",71,2,101.989476076424,-0.0118937550213566
"493",71,3,106.611796939229,-0.0131193504521871
"494",71,4,111.234117802035,-0.0143387375995628
"495",71,5,115.856438664841,-0.0155519385423701
"496",71,6,120.478759527647,-0.0167589756450535
"497",71,7,125.101080390453,-0.0179598715520543
"498",72,1,-75.4923529270632,-0.0420034569541056
"499",72,2,-65.6291054951739,-0.0423225157522444
"500",72,3,-55.7658580632847,-0.0426432108602544
"501",72,4,-45.9026106313954,-0.0429655466183287
"502",72,5,-36.0393631995053,-0.0432895273469189
"503",72,6,-26.1761157676165,-0.0436151573464105
"504",72,7,-16.3128683357272,-0.0439424408967965
"505",73,1,12.7986590877495,0.0196271754718358
"506",73,2,21.643433915609,0.0145312300436504
"507",73,3,30.4882087434689,0.00948628358370765
"508",73,4,39.3329835713284,0.00449374132260172
"509",73,5,48.177758399188,-0.000445055430078611
"510",73,6,57.0225332270475,-0.0053288318377733
"511",73,7,65.8673080549074,-0.0101563820761822
"512",74,1,8.69377728095515,-0.0348604844394261
"513",74,2,14.3492131055255,-0.0370947656738748
"514",74,3,20.0046489300953,-0.0393051983001258
"515",74,4,25.6600847546656,-0.0414919578496567
"516",74,5,31.3155205792359,-0.0436552225799847
"517",74,6,36.9709564038062,-0.0457951733387347
"518",74,7,42.6263922283761,-0.047911993429573
"519",75,1,-97.1140101492674,0.047456653485455
"520",75,2,-89.3174560490152,0.039683671537042
"521",75,3,-81.5209019487629,0.0321425639086861
"522",75,4,-73.7243478485111,0.0248345164038564
"523",75,5,-65.9277937482589,0.0177599889580977
"524",75,6,-58.1312396480071,0.0109187435991289
"525",75,7,-50.3346855477548,0.00430987591048812
"526",76,1,-145.829412436638,0.0609730911369221
"527",76,2,-134.535927616814,0.0559646118430489
"528",76,3,-123.24244279699,0.0510124865432897
"529",76,4,-111.948957977166,0.0461178277429725
"530",76,5,-100.655473157342,0.0412816494520976
"531",76,6,-89.3619883375181,0.0365048713812783
"532",76,7,-78.0685035176944,0.031788323682828
"533",77,1,67.8206725854707,-0.0147796722155674
"534",77,2,77.6612739753373,-0.0151808557290466
"535",77,3,87.5018753652039,-0.0155838734142859
"536",77,4,97.34247675507,-0.0159887287279112
"537",77,5,107.183078144937,-0.0163954251033283
"538",77,6,117.023679534803,-0.0168039659504417
"539",77,7,126.864280924669,-0.017214354655371
"540",78,1,-27.6312146982514,0.0874843849030389
"541",78,2,-22.5740293530412,0.0823250815442878
"542",78,3,-17.516844007831,0.0772617110207523
"543",78,4,-12.4596586626208,0.0722947632170802
"544",78,5,-7.40247331741057,0.0674246085563066
"545",78,6,-2.34528797219991,0.0626515009324182
"546",78,7,2.71189737301029,0.0579755808988345
"547",79,1,28.9710439897158,4.48383965148125e-05
"548",79,2,28.169371803463,0.002135912622303
"549",79,3,27.3676996172103,0.00421757342004897
"550",79,4,26.5660274309575,0.00628988670351888
"551",79,5,25.7643552447048,0.00835291908148786
"552",79,6,24.9626830584521,0.0104067378332326
"553",79,7,24.1610108721993,0.0124514108842334
"554",80,1,-19.8759518939764,0.0308445150207825
"555",80,2,-11.6582420870532,0.0297627154906914
"556",80,3,-3.4405322801299,0.0286959004305686
"557",80,4,4.77717752679337,0.0276439786377324
"558",80,5,12.9948873337166,0.0266068572463014
"559",80,6,21.2125971406394,0.0255844417869422
"560",80,7,29.4303069475627,0.0245766362461473
"561",81,1,56.0149774232032,0.0392115870278175
"562",81,2,60.5641343252032,0.0366816929617189
"563",81,3,65.1132912272037,0.0341772572493921
"564",81,4,69.6624481292038,0.0316983598888745
"565",81,5,74.2116050312043,0.0292450731572437
"566",81,6,78.7607619332043,0.0268174616254728
"567",81,7,83.3099188352048,0.0244155821783364
"568",82,1,-30.8713812238807,0.0543234217974544
"569",82,2,-21.3305844246702,0.0501763475845585
"570",82,3,-11.7897876254597,0.0460089753424057
"571",82,4,-2.24899082624916,0.0418210461386347
"572",82,5,7.29180597296136,0.0376123033787271
"573",82,6,16.8326027721719,0.033382493098531
