"","mean_R1","mean_R2","mean_R3","mean_R4","mean_CD41","mean_CD42","mean_CD43","mean_CD44","sd_CD41","sd_CD42","sd_CD43","sd_CD44","iter","treatment"
"37",0,0,0,0,6.00959559645119,5.8205560213416,5.65205352150644,5.42606381153159,0.369453701619006,0.352702420314315,0.34526482972733,0.339397351430202,37,"0, 0, 0, 0"
"38",0,0,0,0,6.00338054656334,5.8146227660292,5.64624538335038,5.42035437767913,0.345081045208704,0.329434836669239,0.322487899820741,0.317007495822515,38,"0, 0, 0, 0"
"39",0,0,0,0,5.9882185467988,5.80014822161315,5.6320760699991,5.40642585959981,0.357883805754009,0.341657111371714,0.334452438057451,0.328768707040673,39,"0, 0, 0, 0"
"40",0,0,0,0,5.97640386361729,5.78886922417692,5.62103491772731,5.3955723421977,0.354888446356277,0.338797563599797,0.331653190823229,0.326017030601334,40,"0, 0, 0, 0"
"41",0,0,0,0,6.03530377885686,5.84509857732799,5.67607853785354,5.44968054342609,0.390926570558271,0.373201694818217,0.365331827041429,0.3591233274149,41,"0, 0, 0, 0"
"42",0,0,0,0,6.01660971890601,5.82725211872906,5.65860841535224,5.43250731060425,0.387880847440887,0.370294066851841,0.362485513500891,0.356325384520567,42,"0, 0, 0, 0"
"43",0,0,0,0,6.03081008515813,5.84080863074808,5.67187905525819,5.44555242741912,0.346356360842421,0.330652328627516,0.323679717992259,0.318179060071092,43,"0, 0, 0, 0"
"44",0,0,0,0,5.94296329821727,5.75694487668337,5.58978377294726,5.36485228369685,0.41633318382555,0.397456355015395,0.389075018584062,0.382463023874669,44,"0, 0, 0, 0"
"45",0,0,0,0,6.01736201884991,5.82797030888348,5.65931146071597,5.43319840831777,0.343290874080337,0.32772583311349,0.32081493477232,0.315362961373647,45,"0, 0, 0, 0"
"46",0,0,0,0,5.97719563571065,5.78962509678679,5.62177485092003,5.39629970086335,0.375202448107835,0.358190514739944,0.350637194299435,0.344678417295294,46,"0, 0, 0, 0"
"47",0,0,0,0,5.94523355397515,5.75911219750605,5.59190539052545,5.3669378462123,0.366015160183718,0.349419784678882,0.342051416468882,0.336238547361368,47,"0, 0, 0, 0"
"48",0,0,0,0,5.99553528977173,5.80713321849926,5.63891377119315,5.41314735995351,0.346817413359913,0.331092476711292,0.324110584480399,0.318602604354506,48,"0, 0, 0, 0"
"49",0,0,0,0,5.97810316531645,5.79049147838499,5.62262296274959,5.3971333997631,0.366920901628092,0.350284459192115,0.34289785721152,0.337070603572888,49,"0, 0, 0, 0"
"50",0,0,0,0,6.00275853353709,5.81402895549526,5.64566409475953,5.41978296758703,0.392718188065665,0.374912079173188,0.367006143771553,0.360769190574806,50,"0, 0, 0, 0"
"51",0,0,0,0,5.92397663350113,5.73881908021758,5.57204020309918,5.34741025053028,0.367267360918515,0.350615209783426,0.343221633120088,0.337388877188859,51,"0, 0, 0, 0"
"52",0,0,0,0,6.06890335774997,5.87717472853506,5.70747828519564,5.48054667911649,0.384518088698829,0.367083777870949,0.359342921291358,0.353236197957943,52,"0, 0, 0, 0"
"53",0,0,0,0,6.05367995043182,5.86264156082551,5.69325158476596,5.46656174920273,0.344723919981159,0.329093903741627,0.322154156295262,0.316679423980694,53,"0, 0, 0, 0"
"54",0,0,0,0,5.99042736572205,5.80225689118894,5.63414027313495,5.40845498338191,0.406215058702949,0.387796992545496,0.379619347325916,0.373168043602442,54,"0, 0, 0, 0"
"55",0,0,0,0,6.05367340366552,5.86263531089404,5.69324546662953,5.46655573503875,0.361229178084574,0.344850802252797,0.337578782178583,0.331841921637161,55,"0, 0, 0, 0"
"56",0,0,0,0,5.97269824130617,5.78533161729364,5.61757190991152,5.39216818521597,0.370371389812492,0.353578499902955,0.346122435041549,0.340240382481029,56,"0, 0, 0, 0"
"57",0,0,0,0,5.98637358654902,5.7983869131119,5.63035190298249,5.40473099331609,0.344023848911616,0.328425574368994,0.321499920277153,0.316036306140016,57,"0, 0, 0, 0"
"58",0,0,0,0,6.02105721671468,5.83149796397187,5.66276472659474,5.4365929889183,0.363566565773521,0.347082211199281,0.339763136426204,0.333989154666408,58,"0, 0, 0, 0"
"59",0,0,0,0,6.00999891911982,5.820941057087,5.65243043783425,5.42643432249116,0.342170785651784,0.326656530253658,0.319768180770752,0.31433399605444,59,"0, 0, 0, 0"
"60",0,0,0,0,5.97900719430276,5.79135451808417,5.62346780315222,5.39796388283101,0.356345737564391,0.340188780236556,0.333015070264761,0.327355766075168,60,"0, 0, 0, 0"
"61",0,0,0,0,5.99702380416253,5.80855424263843,5.64030482957322,5.41451477849496,0.340664906922367,0.325218929086752,0.318360894929999,0.312950625824017,61,"0, 0, 0, 0"
"62",0,0,0,0,6.01109268135891,5.82198522740466,5.65345258927458,5.42743910334845,0.339380835687098,0.323993078511833,0.317160894403654,0.311771018272683,62,"0, 0, 0, 0"
"63",0,0,0,0,5.95768741246954,5.77100138961314,5.60354387002551,5.37837853978111,0.345947518476121,0.330262023451281,0.323297643352413,0.31780347846055,63,"0, 0, 0, 0"
"64",0,0,0,0,6.00304996084885,5.81430716929512,5.64593644174301,5.42005068626819,0.350149872991507,0.334273840363929,0.327224861322757,0.321663956745224,64,"0, 0, 0, 0"
"65",0,0,0,0,5.96869045194817,5.78150554382223,5.61382651852903,5.38848644353295,0.356224164181399,0.34007271907317,0.332901456534017,0.327244083111887,65,"0, 0, 0, 0"
"66",0,0,0,0,5.97340276058754,5.78600419319316,5.61823030290814,5.3928153893909,0.355555941565316,0.339434794123526,0.332276983787496,0.326630222741641,66,"0, 0, 0, 0"
"67",0,0,0,0,6.02536822075986,5.83561350417097,5.66679348059312,5.4405532777137,0.373983004510993,0.357026361542512,0.349497590110925,0.343558179698072,67,"0, 0, 0, 0"
"68",0,0,0,0,5.97281718377261,5.78544516682801,5.61768306497708,5.39227745129696,0.356097851804472,0.339952133785047,0.332783414080737,0.327128046688394,68,"0, 0, 0, 0"
"69",0,0,0,0,6.01677475850648,5.82740967532216,5.65876264948038,5.43265892365627,0.400339337732163,0.382187680747004,0.37412832154484,0.367770333073386,69,"0, 0, 0, 0"
"70",0,0,0,0,6.04533103195301,5.85467118797073,5.68544928665835,5.4588920444289,0.345973907915793,0.330287216375868,0.323322305022752,0.317827721027051,70,"0, 0, 0, 0"
"71",0,0,0,0,6.01903660478087,5.82956896795303,5.66087640816076,5.43473676082911,0.377315656280429,0.36020790862133,0.352612046511476,0.346619708595546,71,"0, 0, 0, 0"
"72",0,0,0,0,6.0113784884519,5.82225807581028,5.65371968400624,5.42770165903528,0.400816739909906,0.38264343718635,0.374574467248314,0.368208896915033,72,"0, 0, 0, 0"
"73",0,0,0,0,5.99200743178266,5.80376531598314,5.63561688911412,5.40990650554478,0.345286409678074,0.32963088977434,0.322679818668051,0.317196153174374,73,"0, 0, 0, 0"
"74",0,0,0,0,5.96760390031458,5.78046825717635,5.61281110560147,5.3874882866732,0.351915907669823,0.335959801832637,0.328875270182729,0.323286318328632,74,"0, 0, 0, 0"
"75",0,0,0,0,5.90697237895749,5.72258581010308,5.55614925106941,5.33178935153843,0.355010440069249,0.338914026035116,0.331767197364109,0.326129099699282,75,"0, 0, 0, 0"
"76",0,0,0,0,5.96425215020604,5.77726847769006,5.60967880126822,5.38440921315327,0.380785326511977,0.363520261652297,0.355854550501707,0.349807109024242,76,"0, 0, 0, 0"
"77",0,0,0,0,5.95914452103936,5.77239243189254,5.60490557878644,5.37971710747491,0.348893908419899,0.333074822077486,0.326051127260655,0.320510169282205,77,"0, 0, 0, 0"
"78",0,0,0,0,6.04154115394959,5.85105314560535,5.68190753953874,5.45541048624998,0.35905084138328,0.342771232814355,0.335543065532721,0.329840800241698,78,"0, 0, 0, 0"
"79",0,0,0,0,5.92127363475432,5.73623863726646,5.56951417508002,5.34492715018085,0.348789334664231,0.332974989766796,0.325953400157675,0.320414102967137,79,"0, 0, 0, 0"
"80",0,0,0,0,5.97713388411896,5.78956614505413,5.62171714232841,5.39624297297951,0.35923375624688,0.342945854194032,0.335714004594798,0.330008834341698,80,"0, 0, 0, 0"
"81",0,0,0,0,6.03363884199713,5.84350912983423,5.67452260773601,5.4481510550003,0.366693791988201,0.350067646857267,0.342685616893443,0.336861970096148,81,"0, 0, 0, 0"
"82",0,0,0,0,6.0029385953892,5.81420085322091,5.64583236760247,5.419948380778,0.410355298196144,0.39174951077317,0.383488517068658,0.376971460139127,82,"0, 0, 0, 0"
"83",0,0,0,0,6.02483100512378,5.83510064625604,5.66629143753791,5.44005976644765,0.369386971051677,0.352638715356148,0.345202468143549,0.339336049627806,83,"0, 0, 0, 0"
"84",0,0,0,0,6.03423677515175,5.84407995229425,5.67508139301253,5.4487003442025,0.361895850817589,0.345487247592123,0.338201806515976,0.332454358212744,84,"0, 0, 0, 0"
"85",0,0,0,0,6.00386401499543,5.81508431367481,5.64669719813841,5.42079851426412,0.347743555977254,0.331976627394479,0.324976090690456,0.319453402032252,85,"0, 0, 0, 0"
"86",0,0,0,0,5.96516480641949,5.77813975345205,5.61053170405618,5.38524762159323,0.360712546909677,0.344357595485623,0.337095975878765,0.331367320214417,86,"0, 0, 0, 0"
"87",0,0,0,0,6.03586284549579,5.84563229550649,5.67660100128279,5.45019412803952,0.368923944884745,0.352196683109537,0.34476975722474,0.338910692258234,87,"0, 0, 0, 0"
"88",0,0,0,0,6.00616880918099,5.81728460692944,5.64885109284441,5.42291580538542,0.370150280490524,0.353367415827547,0.345915802188594,0.340037261175372,88,"0, 0, 0, 0"
"89",0,0,0,0,6.04434210822801,5.85372710271786,5.68452510974516,5.45798357310608,0.360427727714661,0.344085690186004,0.336829804365422,0.331105672056606,89,"0, 0, 0, 0"
"90",0,0,0,0,6.05382414477352,5.862779217298,5.69338633841606,5.46669421283064,0.387337759703654,0.369775603080803,0.361977982802724,0.355826478869322,90,"0, 0, 0, 0"
"91",0,0,0,0,5.99128924260761,5.80307968999219,5.63494572121906,5.40924674356982,0.373941576199236,0.356986811618496,0.349458874193498,0.343520121724304,91,"0, 0, 0, 0"
"92",0,0,0,0,6.00524702956014,5.81640462142153,5.64798966397676,5.42206901575915,0.349736645765595,0.33387934914059,0.326838688908818,0.321284346998729,92,"0, 0, 0, 0"
"93",0,0,0,0,6.00762920738731,5.818678789691,5.65021587586277,5.42425739509229,0.34533207273211,0.329674482434549,0.32272249207072,0.317238101379333,93,"0, 0, 0, 0"
"94",0,0,0,0,6.03139995767155,5.84137175804184,5.67243030763978,5.44609431174146,0.36734965258613,0.350693770291041,0.343298536987832,0.337464474141632,94,"0, 0, 0, 0"
"95",0,0,0,0,5.99168292287131,5.80345552052584,5.63531362644945,5.40960839656781,0.381909715158924,0.364593669755706,0.356905323177781,0.350840024724044,95,"0, 0, 0, 0"
"96",0,0,0,0,6.0396566652628,5.84925410091322,5.68014643209086,5.45367930730579,0.357694981322769,0.341476848368201,0.334275976338933,0.32859524413702,96,"0, 0, 0, 0"
"97",0,0,0,0,5.97480470470686,5.78734257221565,5.61954045894535,5.39410328045509,0.370916705595816,0.354099090698963,0.346632047911178,0.340741334919026,97,"0, 0, 0, 0"
"98",0,0,0,0,6.04930793339223,5.85846777400253,5.6891658124158,5.46254541103331,0.363444962227864,0.346966121240826,0.339649494507606,0.333877443994301,98,"0, 0, 0, 0"
"99",0,0,0,0,6.04241645264184,5.85188875766148,5.68272553067705,5.45621457633369,0.3541435798813,0.338086469875782,0.330957092244367,0.325332761618053,99,"0, 0, 0, 0"
"100",0,0,0,0,5.9788984872322,5.79125073986589,5.62336621335073,5.39786401946067,0.363110567714204,0.34664688840112,0.339336993470765,0.333570253643326,100,"0, 0, 0, 0"
"101",0,0,0,0.39823,5.98464508869822,5.7967367865255,5.62873657333895,5.75837512349013,0.359342682862102,0.343049842002672,0.335815799566921,0.259158461435363,1,"0, 0, 0, 1"
"102",0,0,0,0.39597,6.01164582901804,5.82251329497391,5.65396952125146,5.77784809637264,0.340454474133609,0.3250180374633,0.318164239596296,0.245536258043442,2,"0, 0, 0, 1"
"103",0,0,0,0.38838,6.07284444309111,5.88093712239495,5.71116133980651,5.82198462515577,0.34349217816771,0.327918009937066,0.321003059078954,0.247727054576443,3,"0, 0, 0, 1"
"104",0,0,0,0.39581,5.99970045350701,5.81110953088698,5.64280623333805,5.76923307431612,0.342896165621345,0.327349021003623,0.320446068664635,0.247297209467919,4,"0, 0, 0, 1"
"105",0,0,0,0.39356,6.02139492485652,5.83182036019762,5.66308032430991,5.78487915835994,0.37273976764336,0.355839493877317,0.348335750444593,0.268820458312485,5,"0, 0, 0, 1"
"106",0,0,0,0.39121,6.07078306627777,5.87896920980385,5.70923492545109,5.82049795722329,0.348293810480014,0.332501932985036,0.325490318931693,0.251189998729149,6,"0, 0, 0, 1"
"107",0,0,0,0.39746,5.99471785930378,5.80635285088291,5.63814985953089,5.76563962018654,0.373396823899406,0.356466758757258,0.348949787914973,0.26929432823252,7,"0, 0, 0, 1"
"108",0,0,0,0.39647,5.98466388513555,5.79675473071961,5.62875413913598,5.75838867950786,0.340286505089762,0.324857684249776,0.318007267821296,0.245415118526629,8,"0, 0, 0, 1"
"109",0,0,0,0.39796,5.96675225709763,5.77965522804022,5.61201522116722,5.74547078751925,0.36233493752235,0.345906425808008,0.338612145337025,0.261316479814355,9,"0, 0, 0, 1"
"110",0,0,0,0.3922,6.04664469502033,5.85592528866397,5.68667694158038,5.80308932903916,0.370167943910221,0.353384278375821,0.345932309148918,0.266965655324834,10,"0, 0, 0, 1"
"111",0,0,0,0.39818,5.97459754161677,5.78714480204051,5.61934685923661,5.75112881803571,0.37907276612175,0.361885349911203,0.354254114861359,0.273387825954034,11,"0, 0, 0, 1"
"112",0,0,0,0.39521,5.99499470323391,5.80661714252155,5.63840857793587,5.76583928042845,0.340229489930945,0.324803254196914,0.317953985558825,0.245373999111814,12,"0, 0, 0, 1"
"113",0,0,0,0.39004,6.07947359012678,5.88726569940975,5.7173564633429,5.8267655755642,0.351360952539076,0.335430008743753,0.32835664907301,0.253402026008234,13,"0, 0, 0, 1"
"114",0,0,0,0.39771,5.99161230134951,5.80338810103171,5.63524762865977,5.76339988730839,0.372478274124605,0.355589856651983,0.348091377428888,0.268631868809406,14,"0, 0, 0, 1"
"115",0,0,0,0.38817,6.06042527862431,5.86908105126471,5.69955528284674,5.81302790582064,0.343698976468779,0.328115431862964,0.321196317882137,0.247876197809598,15,"0, 0, 0, 1"
"116",0,0,0,0.40061,5.94275532754561,5.75674633554295,5.58958941853093,5.72816416729718,0.4113114416525,0.392662302036991,0.384382059902867,0.296638405269348,16,"0, 0, 0, 1"
"117",0,0,0,0.39128,6.04580322991698,5.85512197615888,5.68589056887831,5.80248246319234,0.39683082424818,0.378838245643002,0.370849517447507,0.286194963100866,17,"0, 0, 0, 1"
"118",0,0,0,0.40201,5.96719199820204,5.78007503098484,5.61242617154308,5.74578792943833,0.382852900930599,0.365494090845054,0.35778675669281,0.27611406463316,18,"0, 0, 0, 1"
"119",0,0,0,0.39347,6.03654293259788,5.8462815469983,5.67723656172372,5.79580392340258,0.340226019926557,0.324799941524878,0.317950742742556,0.245371496539642,19,"0, 0, 0, 1"
"120",0,0,0,0.39439,6.01506450010322,5.82577696119438,5.65716436511131,5.78031364689264,0.387551712380513,0.369979854998243,0.362177927570422,0.279502854231533,20,"0, 0, 0, 1"
"121",0,0,0,0.39619,6.00603246266741,5.81715444245923,5.64872367320945,5.7737997284601,0.370139714706407,0.353357329103246,0.345905928167471,0.266945296382306,21,"0, 0, 0, 1"
"122",0,0,0,0.39945,5.97026783445445,5.78301140673629,5.61530062665154,5.7480062269822,0.375159233306891,0.358149259327372,0.350596808857837,0.270565380440472,22,"0, 0, 0, 1"
"123",0,0,0,0.38975,6.05852926352346,5.86727100277395,5.69778340364216,5.81166049699384,0.371889786155524,0.355028051126389,0.347541418942748,0.268207450436878,23,"0, 0, 0, 1"
"124",0,0,0,0.40199,5.94261377537731,5.75661120144593,5.58945713406586,5.72806207966913,0.370889469884181,0.354073089872959,0.346606595375992,0.267486020898463,24,"0, 0, 0, 1"
"125",0,0,0,0.39541,6.04357122411145,5.85299117100977,5.68380469695169,5.80087273738446,0.404009974242018,0.385691888108973,0.377558634149674,0.291372576436409,25,"0, 0, 0, 1"
"126",0,0,0,0.39732,5.98886901399726,5.80076919618785,5.63268394981065,5.7614214245112,0.375186252429166,0.358175053384325,0.350622058984201,0.270584866670447,26,"0, 0, 0, 1"
"127",0,0,0,0.39486,6.02620452408253,5.83641188893402,5.6675750294666,5.7883478482623,0.403377998527789,0.385088566602078,0.376968035147934,0.290916794639324,27,"0, 0, 0, 1"
"128",0,0,0,0.3968,5.98274808417387,5.79492579347237,5.6269637694904,5.75700700108967,0.339712914257559,0.324310100414775,0.317471231126723,0.245001443990715,28,"0, 0, 0, 1"
"129",0,0,0,0.39669,5.98088517248627,5.79314734746365,5.62522282635247,5.75566346649227,0.370378106594879,0.353584912141875,0.346128712062776,0.267117224956287,29,"0, 0, 0, 1"
"130",0,0,0,0.39226,6.00801930425193,5.81905119929932,5.65058043230639,5.77523264147801,0.415794972484329,0.396942546541269,0.38857204501452,0.299871934175294,30,"0, 0, 0, 1"
"131",0,0,0,0.3979,5.96039454788003,5.7735857816688,5.60607376387271,5.74088559845692,0.403941656390055,0.385626667834734,0.377494789203956,0.291323305502986,31,"0, 0, 0, 1"
"132",0,0,0,0.39882,5.9701648754459,5.78291311595899,5.61520440857495,5.74793197279666,0.35423116683132,0.338170085574108,0.331038944701798,0.255472028697708,32,"0, 0, 0, 1"
"133",0,0,0,0.39815,5.98066622995781,5.79293833193787,5.62501821842873,5.7555055648248,0.363363150072037,0.34688801850361,0.339573038757054,0.262058028188968,33,"0, 0, 0, 1"
"134",0,0,0,0.39601,5.98851612892744,5.80043231116633,5.6323541688313,5.76116692328961,0.384672409735728,0.367231101887412,0.359487138621689,0.277426297009091,34,"0, 0, 0, 1"
"135",0,0,0,0.39703,5.97513697705879,5.78765977911388,5.61985097676263,5.75151785965494,0.369394804745016,0.352646193864521,0.345209788949336,0.266408066243197,35,"0, 0, 0, 1"
"136",0,0,0,0.39583,6.02738529549529,5.83753912337041,5.66867849341617,5.78919942230912,0.360009578175482,0.343686499830418,0.336439031911898,0.259639427297747,36,"0, 0, 0, 1"
"137",0,0,0,0.39457,6.01455451362968,5.82529009785329,5.65668776847097,5.77994584391197,0.359571014377733,0.343267820812586,0.336029181762093,0.259323134453934,37,"0, 0, 0, 1"
"138",0,0,0,0.39093,6.06038117878038,5.86903895093761,5.69951407030769,5.81299610094956,0.365411109736399,0.348843122288363,0.341486914411042,0.263535019654247,38,"0, 0, 0, 1"
"139",0,0,0,0.39669,6.00413073939495,5.81533894460923,5.64694645955866,5.7724282028917,0.362654575030661,0.346211570734992,0.338910855539136,0.261547002846607,39,"0, 0, 0, 1"
"140",0,0,0,0.39105,6.04262173621281,5.85208473353617,5.68291737392253,5.80018796534178,0.345237787554212,0.329584472210537,0.322634379931769,0.248985990585018,40,"0, 0, 0, 1"
"141",0,0,0,0.40015,5.97719317645836,5.78962274903866,5.6217725526799,5.75300079362915,0.350734261411611,0.334831732216876,0.327770988665582,0.252950055462749,41,"0, 0, 0, 1"
"142",0,0,0,0.39343,6.00986737984924,5.82081548189613,5.65230751070249,5.77656547626568,0.372261859272501,0.355383254195993,0.347889131689477,0.268475790105768,42,"0, 0, 0, 1"
"143",0,0,0,0.39746,5.9744218447034,5.78697707134431,5.61918266555114,5.75100210516825,0.367575930358968,0.350909788476252,0.343509999902854,0.265096291411223,43,"0, 0, 0, 1"
"144",0,0,0,0.39253,6.03806207331048,5.84773180884108,5.67865624125912,5.79689952987673,0.388055894264947,0.370461176934224,0.362649099659693,0.279866470934155,44,"0, 0, 0, 1"
"145",0,0,0,0.39823,5.99637344356317,5.80793336982956,5.6396970493815,5.76683362994352,0.349417967365219,0.333575119834936,0.326540875019929,0.252000742296992,45,"0, 0, 0, 1"
"146",0,0,0,0.3911,6.06362781729084,5.87213838465693,5.70254814490916,5.81533758132842,0.385542848638793,0.368062074500493,0.36030058815092,0.278054058802082,46,"0, 0, 0, 1"
"147",0,0,0,0.39172,6.02063686215799,5.83109666857577,5.66237189349062,5.78433244244783,0.35619183640725,0.340041857062218,0.332871245323821,0.256886066425245,47,"0, 0, 0, 1"
"148",0,0,0,0.39361,6.02054493751228,5.83100891185582,5.66228598733509,5.78426614626068,0.37508341887399,0.358076882372257,0.35052595814731,0.270510702962058,48,"0, 0, 0, 1"
"149",0,0,0,0.39594,5.98685806631025,5.79884942623229,5.63080466288592,5.7599711261374,0.356487441513115,0.340324059232176,0.333147496572884,0.257099257254172,49,"0, 0, 0, 1"
"150",0,0,0,0.38733,6.07302259342878,5.88110719527553,5.71132782628569,5.82211310743639,0.374518988429895,0.357538043587157,0.349998482091936,0.270103634911266,50,"0, 0, 0, 1"
"151",0,0,0,0.39326,6.02578709179824,5.8360133833125,5.66718492730785,5.78804679549649,0.355064856464245,0.338965975153872,0.331818051009019,0.256073286864043,51,"0, 0, 0, 1"
