"","K","bw_reg","preg_reg","bw_ipw","preg_ipw","bw_prs","preg_prs","bw_pss","preg_pss"
"42",42,135.382383800385,-0.00107189759230758,112.06295140598,0.00842334485467833,113.427954532173,0.00737932034968078,120.628854659994,0.00571839874459693
"43",43,48.6511843815911,-0.0438977050142979,40.2140311681642,-0.0428104344958407,40.7086411136852,-0.0473588589260425,40.1397322435984,-0.0510019695578046
"44",44,75.1450915936252,0.00404337949999725,43.5668336356734,0.0041109688460977,45.4722975302798,0.0047763647028778,20.3619045651008,0.0228699774593692
"45",45,-84.0913440308077,0.0207436467833944,-69.2335410513319,-0.00543961302087713,-58.4846290078344,-0.00285450601116709,-63.0804827296322,-0.00367912197256331
"46",46,31.7145097883404,-0.0352415221215815,-0.581147209065875,-0.0532357068814972,29.9833914532314,-0.052840078219156,39.2676841359621,-0.0543727033372342
"47",47,38.9471327359179,0.0350924828350564,53.8129242990858,0.0218925450069401,41.4697342380455,0.0257756426656721,22.9171428035634,0.0372493799142167
"48",48,-14.619764146928,0.0243644768803819,58.8662390129289,-0.000599821827862043,17.4445517429294,0.0103427822476238,15.3426665372826,0.00992040251347721
"49",49,60.2666089542367,-0.0191806862588292,31.2589060752393,-0.0303891804276847,64.0355320481353,-0.0294607573895257,63.6548565145056,-0.0331364318055183
"50",50,56.6455055087354,-0.0480251200307674,64.1590120874816,-0.0842493410066918,71.0079357627292,-0.0803254580544287,149.390915297873,-0.105542280516543
"51",51,109.820917468546,0.0121202115348396,105.835446076686,0.0127363991216085,113.823896562923,0.00815227620236081,113.468007647767,0.00800574407977712
"52",52,63.0161053843153,-0.0395305551288826,24.4728481906441,-0.0448901012697863,45.9797552460745,-0.0566036240223312,31.6144498270171,-0.0499753468565106
"53",53,45.0352105110055,-0.0133119744250548,62.0960347333166,-0.0389366666625696,62.5887252174161,-0.0388617162153538,56.0809181485212,-0.0376995596106158
"54",54,-13.6644951675889,-0.0159699818530082,13.5723721393992,-0.0445805959085737,22.7936533841676,-0.0459107006780782,27.2373924919532,-0.0508352010672988
"55",55,141.806120098202,-0.0187041061410618,195.898048514576,-0.0427668734357158,173.787787945507,-0.0282320948037426,176.082606671078,-0.0266482887680025
"56",56,51.1440777078542,0.0096947907890699,116.983659194031,-0.0140072689857713,63.0696545635037,0.0125928561326278,69.766969588676,0.00497082256480075
"57",57,60.3138986313947,-0.039907147615175,51.1224026537211,-0.0535928913597548,75.0069051320788,-0.0564953721661535,87.275583690217,-0.0692205168323209
"58",58,-6.89646452027546,0.01328983482241,13.6090793781909,0.00514008521313536,11.6287795553703,0.00563301370259084,11.8580445038601,0.00247754790623312
"59",59,83.0975808119611,-0.0175027402309721,102.087833983584,-0.0438188401522985,106.425477356705,-0.0296219586560143,107.063755904561,-0.0162967004167252
"60",60,23.7942056098882,-0.0129813809778199,47.8776950326314,-0.0274864801426567,17.005499759578,-0.0142710974805362,15.3080489708517,-0.0109515752269565
"61",61,73.7960987765309,-0.0187201001728662,135.711262507295,-0.059553113518004,94.7523512879243,-0.0348021096284997,83.5076652871297,-0.033729067505256
"62",62,20.9606049257259,-0.0234139796340398,13.1257900139904,-0.0348825589320092,38.1746844185054,-0.0454393441322216,54.4901701750359,-0.0548498246405181
"63",63,169.240590657399,-0.0358574642745768,240.676303576632,-0.092956964254917,191.526139666745,-0.0559735694690436,197.087941241354,-0.0522337602692147
"64",64,62.6745081352656,-0.0179736046973896,83.9793318016691,-0.0448863771549136,84.9322889773903,-0.0449940889276148,90.0732425548869,-0.0498262755532311
"65",65,34.4979509263371,-0.0360853942004934,74.0077154091559,-0.059570878430434,64.3353998451216,-0.0480685889822123,53.6262703015238,-0.049917283095495
"66",66,36.229011022413,-0.0234676962634924,68.9095833368742,-0.0333034990180304,65.8795001529625,-0.0311912866902607,54.0817407388233,-0.0250976467693596
"67",67,125.586769107034,-0.0429481484881259,131.494998427375,-0.0501817190710142,121.619561689375,-0.0399939708559017,102.617854210888,-0.0334718966865463
"68",68,7.04086547644783,-0.0115715045915604,5.03277955687599,-0.0128651419233895,6.41895180513575,-0.0142006070934273,8.13433118408567,-0.0126206042170954
"69",69,152.670170959988,-0.0492261116130098,152.699838520899,-0.0460210727614085,166.134737736398,-0.0611200290190315,158.24193931253,-0.0638792136501699
"70",70,76.032002408167,-0.0364060810366849,113.041947692724,-0.0619485165101096,104.292010245927,-0.0629359346924278,94.0431288618566,-0.0590781186345044
"71",71,53.2271728529372,-0.0666250462230789,-6.01438641666437,-0.0565986153384149,26.7811776950016,-0.0717150233754308,46.0202892945581,-0.0742744857698533
"72",72,83.4932043584813,-0.0351609943432477,81.1532555512595,-0.0254451970845353,86.1908600329002,-0.0286286200442272,96.7918694690204,-0.0344557715212684
"73",73,83.5003978988798,-0.0331407912948505,152.183959790008,-0.0774927870551978,120.646390963855,-0.0668032059438734,119.91969744016,-0.0601066120929844
"74",74,45.7029500356161,-0.0130978226242656,94.1322352225193,-0.0421840579076034,58.579228334203,-0.0237649134430365,25.8752317454849,-0.0147087036548597
"75",75,77.6922057913257,-0.0376527859805029,83.0593502204847,-0.0467972952480734,102.042044763856,-0.0522909422285465,136.931496325838,-0.065349802566733
"76",76,141.567240382999,-0.0572237759602409,155.135342831641,-0.0717532215342806,150.266181925037,-0.0703437494043674,137.561660895844,-0.0750793418473882
"77",77,63.727718668189,-0.0196648450814833,121.567559646308,-0.0600317261056864,81.808960242814,-0.0335580879821211,68.0133647204552,-0.0270462634196469
"78",78,61.6391902433552,-0.0314657156248242,98.5877883064713,-0.0401419161488358,101.740305814783,-0.0467948115674023,105.905282403092,-0.0508918037837919
"79",79,34.8344264521593,-0.0168468634885129,94.774595568716,-0.0618320510651656,47.5197590388802,-0.0307294739793764,53.9760511856637,-0.0386569935005106
"80",80,109.977779103894,0.0653654252053155,253.790040424959,-0.0269355025772079,154.025092737908,0.0480494186139779,133.023071436205,0.0412747604981358
"81",81,104.125474073438,-0.027336850318417,137.386963446476,-0.0370531405842559,94.5524453098415,-0.0296205987607329,80.7413990053631,-0.0211781857814194
"82",82,41.4703447960583,-0.039900228923639,51.5692341605995,-0.0405295548531402,48.6530608423313,-0.0484131389700031,65.4407814647225,-0.0464321266968326
"83",83,11.2015662026661,-0.0318623528372042,44.7178148552457,-0.0556058812558342,23.2090742981482,-0.0283299219974374,3.59371153358577,-0.0300762681153021
"84",84,-32.2740750270668,0.0145143071527766,-8.49633243467952,-0.017884915367145,-9.74365597982205,-0.0182686140988859,-7.7517049703446,-0.0171532829385418
"85",85,97.7438189256695,-0.00151236118751522,125.449958002979,-0.0195260083147162,110.851996869656,-0.0139868275991813,114.486651618257,-0.0163928605102748
"86",86,34.9131265987057,-0.0512179214387333,55.4917823058813,-0.0618698302742349,44.3797472429533,-0.0618754348047901,40.9975580051046,-0.0618195362951792
"87",87,-38.8121565715192,0.00127932319574005,-39.1836575375528,-0.0226932245170866,-34.4875949444272,-0.0155081416910931,-5.02051927068497,-0.0210810339576699
"88",88,34.1403514057542,-0.0266440553046455,65.7713962363282,-0.0331102431220873,61.1210058528295,-0.0307537371451729,90.9745402848635,-0.0495406058798324
"89",89,135.442078559915,-0.0456074319027265,196.189157097634,-0.0684588500445089,130.863310121589,-0.0344802292472784,152.382306310129,-0.0445697934299428
"90",90,-23.6409738301054,0.0214423659202803,1.71121479056865,0.00206405337553725,11.3843241919158,0.000481506352640063,15.7332023684111,-0.00239649968645399
"91",91,8.56465648575613,0.00492783732475666,44.94794007477,-0.0332387160551142,26.5464610309327,-0.01682869559236,8.47506598365156,-0.0254036392061572
"92",92,138.505888040448,-0.0053077133840827,156.449408784363,-0.0234448114342533,146.968560798503,-0.0225361967736483,145.830194328745,-0.0216434838758006
"93",93,46.1740481860843,-0.0161959355554534,94.4815198552656,-0.0501084244552306,24.4386400220724,-0.00863311155796034,38.3622245852993,-0.021624703089764
"94",94,50.2215970446937,-0.000281111893951233,24.2720397252083,-0.00831645632466024,46.1490286183139,-0.0175727335649006,52.0437257078948,-0.0241092537708871
"95",95,30.9077768851876,0.00170296260273592,33.1686974319528,0.00768529977474081,38.1455302023205,0.00272322696011963,40.736745538052,0.000454285982349709
"96",96,26.5025356483461,-0.0154848418296732,51.5721717047745,-0.0339562329490985,48.7854177976374,-0.0302495499807039,72.1234601169952,-0.0393729866463302
"97",97,65.924658128974,-0.00706717722465308,96.2104644222054,-0.0333169839816666,99.9392862608324,-0.032652299573876,98.9869341017049,-0.0233510721311609
"98",98,-13.1384087314118,-0.0326209353291435,9.27258492835381,-0.0630823014120066,-7.56687273704028,-0.0488035632632692,-15.5440194226584,-0.0495142966643398
"99",99,9.71731242528631,0.00771789111417157,35.9293825390678,-0.013166239836541,22.9185277944889,-0.00654050766909567,25.8534544664692,-0.00587351520173588
"100",100,126.60338462758,-0.0517624931607846,168.883399394789,-0.060578084346478,169.697743605101,-0.0638112423889517,149.851684309983,-0.0579480934817047
"101",101,91.8557054502148,-0.0394594899360901,166.2545100198,-0.0813742318173465,173.35872837338,-0.0815367614251226,143.161706880023,-0.0715549906398523
"102",102,124.877239966615,-0.0532759073263305,203.276365851657,-0.0909186249260548,152.294067398636,-0.0595355631033102,179.940057417305,-0.0686952895937096
"103",103,57.2706116128356,-0.0367966989554806,97.5356110552748,-0.0482560097754099,59.2824236835854,-0.042135555898796,64.0780609281897,-0.0408329213741585
"104",104,112.5249540563,-0.0562756185723377,167.27051581419,-0.0855857928104109,137.327866170418,-0.0685710656513699,138.161412620135,-0.0692830820809161
"105",105,67.285765382112,0.0132557327775428,74.6065796309995,0.00384873864194031,86.0656790130215,0.000936688352196652,87.9455728510465,-0.00796260922576712
"106",106,68.9463859254342,-0.0155690226784569,81.7279057751393,-0.0433596974953417,62.5626802617526,-0.0398780440375897,73.5379597714408,-0.0447986516241646
"107",107,63.1506595637825,0.0266765724307432,82.9350323378403,-0.00161828341784107,83.9728121791122,0.00166621049554752,86.4599464923216,-0.00139437006679054
"108",108,54.8665966274657,0.053229240099941,59.3935885250253,0.0347990093894123,65.2152270180668,0.0425462982443325,51.8781780506088,0.0440925879967769
"109",109,94.9352821821753,-0.0249035742257023,77.8456868488411,-0.0332372203420115,105.247360853617,-0.033025073875486,101.582393688195,-0.0366706923405872
"110",110,87.7447296390455,-0.0309338414494998,113.183783448654,-0.0440213568412387,95.069836888068,-0.0500043072095377,96.2639229782637,-0.0500127860649952
"111",111,143.06321749064,-0.0550120266409098,142.498126105776,-0.0576504287662765,157.265176454425,-0.0688421348099204,163.436160442652,-0.0682813929576328
"112",112,66.2531128750079,-0.0419301507771094,98.0199463260724,-0.0561439505159711,87.2725061126357,-0.0542676841589456,87.5764244956118,-0.0566429481334729
"113",113,113.042533659344,-0.0192299779627058,137.405127209697,-0.0437967035083093,136.696141889881,-0.0388310322453532,118.690005161524,-0.0378135217066648
"114",114,20.7842482638789,0.0254497958959354,21.4757382507782,0.0198388435474686,43.1437688233077,0.0130368443565884,44.3942672776967,0.01272397651982
"115",115,-9.05180812387835,0.0299712500359382,77.6612549906872,-0.055243720387219,-15.320568476578,0.023774874815251,-1.71183489552807,0.00792214993039283
"116",116,52.6848012490864,-0.0350122424853978,40.66778868246,-0.0377212094675876,49.5612683140057,-0.0427334110829713,73.3702272862586,-0.0408773027688119
"117",117,100.509131709644,-0.00370896850233554,118.050452037554,-0.0150594950390375,127.497663035843,-0.0170132149322437,135.533709321137,-0.00967319785164604
"118",118,-65.1476232857572,0.0256355019938692,-60.1635494454272,0.00247694021269904,-61.0369402150359,0.00344082265766917,-57.8153887650732,0.00259154038547632
"119",119,10.9166264700079,-0.00291284973786979,48.1238514960219,-0.0152922660330447,49.2748138913398,-0.0210227113765735,63.518031045704,-0.0273389841392153
"120",120,-36.2674001170822,0.024694447653163,-26.9080696360438,0.0211116403679589,-31.0060405584723,0.0256862163669134,-21.3226296880941,0.0212691689649093
"121",121,66.0212370093504,0.0308179679606354,26.1451209405218,0.022458508843665,81.2507790125396,-0.00191016991071588,76.0929379087627,-0.00536207862093044
"122",122,34.796932799024,-0.00951373797425381,76.5598264856412,-0.0380257600758347,68.084893554505,-0.0260383991675276,61.8747956067213,-0.0312989718416432
"123",123,218.639913791183,-0.0504480830076577,158.002644198424,-0.0556154787356115,175.332175037638,-0.0609548717457628,178.485974892858,-0.061038456880033
"124",124,-21.9326901948498,-0.0248642600397357,10.2418623766307,-0.0357491166118972,10.605354675301,-0.0355133380897355,27.1222003733497,-0.0430836441106705
"125",125,22.5234873029908,-0.0115249944349563,16.3609976192251,-0.0162197875317721,44.6650578723188,-0.0283884579089938,40.9424449092341,-0.0271179636831094
"126",126,53.1045555177652,0.0111204541855116,43.5618371927972,0.0107968041426456,63.0172883820314,0.0113409857720765,44.4758669066332,0.0146477119579551
"127",127,35.4952070942195,-0.0211403444101819,29.7097621207845,-0.0353935448572761,21.3247123518399,-0.0313793882917887,24.9568362279568,-0.0334709487391056
"128",128,108.981233854523,0.00310830306023667,73.1890392582268,0.00377531442503024,103.537269344279,-0.00805954753314535,56.5575076435595,0.0200172069032125
"129",129,72.2803892270831,-0.0189426733370999,104.969306270359,-0.0305051706780443,107.653899301359,-0.0328311335107387,116.748479231593,-0.0329770707532544
"130",130,25.2767586870837,0.000808398435127283,87.4047998461701,-0.0101331061459993,70.754467050217,-0.010021556612221,70.3926449116494,-0.00916368699174129
"131",131,3.63173523269961,0.0711750771489829,-7.37485893424537,0.0575523210742794,37.5736023563263,0.0499952404991462,7.51550528556837,0.0513862919979941
"132",132,21.2143832158358,-0.000544435042037605,28.2680522893606,-0.0297619783149166,45.9769541480523,-0.025859836087465,44.0658666777065,-0.028687829020942
"133",133,126.446308030339,-0.0246725886605335,121.143544784251,-0.0644448536710274,97.2661680945762,-0.0305715115028247,101.359930972122,-0.0295863793840664
"134",134,148.062429563955,-0.0606812495988537,192.386638874426,-0.0881891709590881,190.866877301368,-0.0874292712056635,179.466473294769,-0.0774928640357017
"135",135,132.527367419297,-0.0359435964481697,150.190689900607,-0.0485058890758223,152.07961031094,-0.0439810525242907,161.763596172112,-0.0491006308362194
"136",136,18.7838237822484,-0.0156662646490879,8.48306124794362,-0.0164900843661094,28.5109489275151,-0.023038899697394,27.9734297383307,-0.0207189081556342
"137",137,79.6359806498135,-0.012059394698934,114.767249776394,-0.0349498068790453,91.7058661040205,-0.0183393683933283,82.0538776508218,-0.0206145859775725
"138",138,83.1188899423378,-0.0867127799253646,140.955645184234,-0.109583500400266,88.5885319693043,-0.0799919653505086,87.8533020092182,-0.0826421891081577
"139",139,-11.2745829220457,-0.0263271679419094,28.7745097003881,-0.0444746684605254,-3.91680364333615,-0.0285852728412919,-0.607321741280605,-0.0267589689158544
"140",140,104.614558342353,-0.0116165989262862,87.4160983332827,-0.00443526768799957,100.752151760092,-0.00847992751742839,107.600132027501,-0.0183498852777084
"141",141,14.8481682853389,-0.00585377084670793,30.8095212432627,-0.0106699685428418,42.3605174192994,-0.0205037861863497,43.5605249526068,-0.0152813400276506
"142",142,21.7541587792607,0.00510835977184591,65.2571461170301,-0.0195643256335208,2.56110841705458,0.0124259784634499,-31.8959396164138,0.0176971004057169
"143",143,79.7890179147671,-0.0621906562869779,45.8255670400417,-0.0678927537319202,61.0151039848306,-0.071933452675342,68.0334852827734,-0.0778638356664025
"144",144,136.023160058912,-0.0179208483143395,137.966686131213,-0.0481389478882364,95.043492036687,-0.0242585158215119,95.8630199277159,-0.0268423049400469
"145",145,98.3452769323012,-0.0414408571227335,113.194383592928,-0.058984012731068,114.805641649071,-0.058438115230194,105.364835962144,-0.0579157079417071
"146",146,51.2417994371372,-0.0153600640114536,52.0931306087409,-0.0175258551179979,75.6038290307292,-0.0210755863129529,71.644556509665,-0.0192398870588567
"147",147,-62.5953056599751,0.0396064201344283,-24.7535801039203,0.0176756016788009,-26.6021942644657,0.0188148165317985,-29.7125277101252,0.0155487294627012
"148",148,-5.0910814800859,-0.0182326006297338,23.4713458196952,-0.0272171758340723,33.6053752344419,-0.0333703683685116,17.821712116663,-0.027034137245275
"149",149,15.7366470317829,-0.0153797895645877,20.5745329458705,-0.0417317528068414,43.4069289819663,-0.0414598420786044,38.7062924952445,-0.042955650380771
"150",150,132.931582973689,0.00303581069480899,100.066892385664,0.0185617233097166,125.004089769174,-0.00655743425575565,134.782825342627,-0.0170254484808167
"151",151,70.4908154775458,-0.0252316578133307,136.998427166142,-0.0605205821981255,130.360783381496,-0.0524834743946747,108.44925576819,-0.0441200399378384
"152",152,35.3498176346766,-0.0044575595819029,32.3501306872608,0.000167935469737077,37.2890240275137,-0.00505720928508643,41.658885151433,-0.00591566930883841
"153",153,86.1563695475511,0.0107996689283336,125.123600269609,-0.00530740204181798,105.327803767263,0.00322004412692981,112.095400739212,0.00186995252530107
"154",154,69.0924597903227,0.0149035985450126,56.8685045240331,0.00853522924858356,68.8737291751222,0.00697854887347872,69.4202224680409,0.00651971266329284
"155",155,20.937443940717,-0.0382845582791704,74.7252335463995,-0.0596951522134208,74.2939364645931,-0.0547332925588258,100.091377102031,-0.0602365006786219
"156",156,54.6231219031101,0.0025856072803689,72.9126624401415,-0.0156504852449221,87.7491126017608,0.00169462153388132,79.4984383994533,0.00589629982955143
"157",157,116.296927475336,-0.0667406876221199,109.08100060945,-0.0543663491242534,108.169782983278,-0.0659454552990449,87.5877941691471,-0.0597330614213277
"158",158,51.7836982943559,-0.00772537951264739,104.299818041427,-0.0277664401196972,105.04042497693,-0.0333570807203777,94.5761543939342,-0.0285698892537236
"159",159,71.1458284661553,-0.029140836157738,41.4426614030654,-0.0274275693693636,59.7095267234417,-0.0365156739982069,68.1336910641396,-0.0396554276429322
"160",160,-13.3994914766031,0.00576871375534299,72.2467527386029,-0.0348980562410456,44.142484091748,-0.0143600951804581,37.3038007709054,-0.0214065607205612
"161",161,20.7235790668174,0.0153195754264667,55.9444785459918,0.00346619079595958,64.9356648492462,-0.000183323425152093,75.4740182769307,-0.00395149335125661
"162",162,64.2610388921103,-0.0287163058129245,121.593502283199,-0.0421434573163356,103.784948871568,-0.0377948794967324,113.686293027972,-0.0351470032951533
"163",163,36.0266186971012,-0.0416440358037318,22.863243121446,-0.054400386900567,63.0718833232095,-0.0602988548836275,57.3160314272074,-0.0633102179346073
"164",164,0.942601407406528,-0.0340926309286935,0.700785426877701,-0.0316791425204309,35.2454409640682,-0.0498754456816252,37.641032781847,-0.0521973616136767
"165",165,136.542643043384,-0.0608526670137513,131.696006315573,-0.0695684168462161,132.931358172594,-0.0715911553186208,152.636434044498,-0.0854205254737146
"166",166,42.3169199713202,-0.011706802403339,43.2647910885398,0.00107878506393196,49.4849148903581,-0.00311320069355293,51.2953536247827,-0.00317364732738108
"167",167,25.2730709787475,-0.0192787271448469,11.9701560659182,-0.0213785301749131,27.0476150068648,-0.0262897080641804,48.0182187830129,-0.0395650901526306
"168",168,-7.50171881090455,0.000924259086939327,-16.453925874107,-0.00205051972553585,-5.08724546516669,-0.00423039110192486,11.2223105094867,-0.0171674879161072
"169",169,72.2609028144343,-0.0233494078933111,105.368720931389,-0.0409847812918574,66.479820932359,-0.0366093167747683,84.057508593009,-0.0520525955675676
"170",170,63.1659733957717,-0.0551738992470153,83.8637866367835,-0.085668885692492,84.6947509862607,-0.0870678141802932,105.812572550935,-0.110360961579993
"171",171,83.4136634118577,-0.010413458491287,94.8723037423133,-0.0227531118008444,94.0835716743627,-0.024237726712553,88.7077287998693,-0.023573181874164
"172",172,156.772736715969,-0.0465435380671913,134.677421138077,-0.0426617136590662,180.764788349211,-0.0458677278002408,198.009969821029,-0.0434309999412407
"173",173,38.6305150569247,-0.00620477925372233,94.9767760037453,-0.0389147702148352,76.9555055853098,-0.0222841890916407,68.8592086962507,-0.0185815650810079
"174",174,87.0901734412432,0.00371319431905819,74.1095003061341,4.59432503405327e-05,87.378904520509,-0.00590780824952311,89.7488200346305,-0.00818877261760037
"175",175,13.9634322269189,-0.0166276347457999,36.8598115225745,-0.0242773810586104,20.4410236870926,-0.0204195498694342,1.31632242106509,-0.0192858967676849
"176",176,121.957079112922,-0.0396254231127225,228.918749142055,-0.0899988519659132,136.484420596489,-0.0589800417654787,145.067218072247,-0.0643875067443203
"177",177,9.01346060377773,-0.0109498141287561,34.5074945664155,-0.035618987267811,27.7846887819501,-0.0354559393682706,42.8138956577427,-0.0395583573370042
"178",178,184.219972697266,-0.065791078686744,211.728740958005,-0.08386284140574,214.922106941941,-0.0879521162743879,205.480376709453,-0.081242595485474
"179",179,46.7664706469691,-0.0184954409042126,89.8743456913235,-0.0366757523389135,74.0844553744637,-0.0385820266753619,59.9968489510481,-0.0345699201548405
"180",180,134.430609770108,-0.000112237099307494,101.495032347233,-0.0119352694735519,110.750406128736,-0.00941003265849208,109.755847930288,-0.00755962084970291
"181",181,72.3512952456776,-0.0179481797650227,98.5998032540838,-0.0398530083780448,100.608132482974,-0.0398440443202823,90.8521284313496,-0.0337541831457256
"182",182,92.297478039206,-0.0422075389647254,133.234815211469,-0.0586595121908158,123.303388581503,-0.0614124296374036,134.476653173128,-0.0639703696952164
"183",183,-4.46702093187378,-0.0151977287222134,5.50264405687949,-0.0195085421496595,4.46053667920478,-0.0192069175467305,-19.9636224638764,-0.0187855702605398
"184",184,129.776549425562,-0.0164956855626316,151.625350149078,-0.0321576906699877,150.204650122156,-0.031546147596316,157.799855376792,-0.0302821278044044
